id  ,State ,Office         ,First Name  ,Last Name               ,Party ,Seat Status ,Primary ,General      ,Race
466 ,IL    ,U.S. Rep.      ,Rachel      ,Ventura                 ,D     ,CP          ,L       ,Lost primary ,W
467 ,IL    ,U.S. Sen.      ,Peggy       ,Hubbard                 ,R     ,C           ,L       ,Lost primary ,B
468 ,IN    ,U.S. Rep.      ,Melissa     ,Borom                   ,D     ,O           ,L       ,Lost primary ,B
469 ,IN    ,U.S. Rep.      ,Carrie      ,Castro                  ,D     ,O           ,L       ,Lost primary ,H
470 ,IN    ,U.S. Rep.      ,Jennifer    ,Christie                ,D     ,O           ,L       ,Lost primary ,W
471 ,IN    ,U.S. Rep.      ,Sabrina     ,Haake                   ,D     ,O           ,L       ,Lost primary ,W
472 ,IN    ,U.S. Rep.      ,Beth        ,Henderson               ,R     ,O           ,L       ,Lost primary ,W
473 ,IN    ,U.S. Rep.      ,Ellen       ,Marks                   ,D     ,C           ,L       ,Lost primary ,W
474 ,IN    ,U.S. Rep.      ,Kelly       ,Mitchell                ,R     ,O           ,L       ,Lost primary ,W
475 ,IN    ,U.S. Rep.      ,Mara        ,Reardon                 ,D     ,O           ,L       ,Lost primary ,H
476 ,IN    ,U.S. Rep.      ,Dee         ,Thornton                ,D     ,O           ,L       ,Lost primary ,B
477 ,IN    ,U.S. Rep.      ,Veronikka   ,Ziol                    ,D     ,C           ,L       ,Lost primary ,W
478 ,KS    ,U.S. Rep.      ,Christy     ,Davis                   ,D     ,O           ,L       ,Lost primary ,W
479 ,KS    ,U.S. Rep.      ,Adrienne    ,Foster                  ,R     ,C           ,L       ,Lost primary ,H
480 ,KS    ,U.S. Rep.      ,Sara        ,Weir                    ,R     ,C           ,L       ,Lost primary ,W
481 ,KY    ,U.S. Rep.      ,Shannon     ,Fabert                  ,D     ,C           ,L       ,Lost primary ,B/AP
482 ,KY    ,U.S. Rep.      ,Kathleen    ,Free                    ,R     ,CP          ,L       ,Lost primary ,W
483 ,KY    ,U.S. Sen.      ,Maggie      ,Hilliard                ,D     ,C           ,L       ,Lost primary ,W
484 ,KY    ,U.S. Sen.      ,Mary        ,Tobin                   ,D     ,C           ,L       ,Lost primary ,W
485 ,LA    ,U.S. Rep.      ,Candy       ,Christophe              ,D     ,O           ,L       ,Lost primary ,B
486 ,LA    ,U.S. Rep.      ,Lee         ,Dugas                   ,D     ,C           ,L       ,Lost primary ,W
487 ,MA    ,U.S. Rep.      ,Becky       ,Grossman                ,D     ,O           ,L       ,Lost primary ,W
488 ,MA    ,U.S. Rep.      ,Ihssane     ,Leckey                  ,D     ,O           ,L       ,Lost primary ,MENA
489 ,MA    ,U.S. Rep.      ,Natalia     ,Linos                   ,D     ,O           ,L       ,Lost primary ,W
490 ,MA    ,U.S. Rep.      ,Jesse       ,Mermell                 ,D     ,O           ,L       ,Lost primary ,W
491 ,MA    ,U.S. Rep.      ,Jamie       ,Zahlaway Belsito        ,D     ,CP          ,L       ,Lost primary ,MENA/W
492 ,MD    ,U.S. Rep.      ,Alicia      ,Brown                   ,D     ,CP          ,L       ,Lost primary ,sent email 5/26/20
493 ,MD    ,U.S. Rep.      ,Sheila      ,Bryant                  ,D     ,CP          ,L       ,Lost primary ,B
494 ,MD    ,U.S. Rep.      ,Jill        ,Carter                  ,D     ,CP          ,L       ,Lost primary ,B
495 ,MD    ,U.S. Rep.      ,Bridgette   ,Cooper                  ,R     ,C           ,L       ,Lost primary ,B
496 ,MD    ,U.S. Rep.      ,Maya        ,Cummings                ,D     ,CP          ,L       ,Lost primary ,B
497 ,MD    ,U.S. Rep.      ,Allison     ,Galbraith               ,D     ,C           ,WD      ,Lost primary ,W
498 ,MD    ,U.S. Rep.      ,Reba        ,Hawkins                 ,R     ,C           ,L       ,Lost primary ,B
499 ,MD    ,U.S. Rep.      ,Vanessa     ,Hoffman                 ,D     ,CP          ,L       ,Lost primary ,H/W
500 ,MD    ,U.S. Rep.      ,M.J.        ,Madwolf                 ,R     ,C           ,L       ,Lost primary ,NA/W
501 ,MD    ,U.S. Rep.      ,Liz         ,Matory                  ,R     ,C           ,L       ,Lost primary ,B/AP
502 ,MD    ,U.S. Rep.      ,Marcia      ,Morgan                  ,D     ,CP          ,L       ,Lost primary ,W
503 ,MD    ,U.S. Rep.      ,Genevieve   ,Morris                  ,R     ,C           ,L       ,Lost primary ,W
504 ,MD    ,U.S. Rep.      ,Jennifer    ,Pingley                 ,D     ,C           ,L       ,Lost primary ,W
505 ,MD    ,U.S. Rep.      ,Patricia    ,Rogers                  ,R     ,C           ,L       ,Lost primary ,B
506 ,MD    ,U.S. Rep.      ,Kim         ,Shelton                 ,D     ,CP          ,L       ,Lost primary ,B
507 ,MD    ,U.S. Rep.      ,Briana      ,Urbina                  ,D     ,CP          ,L       ,Lost primary ,H
508 ,MD    ,U.S. Rep.      ,Mckayla     ,Wilkes                  ,D     ,CP          ,L       ,Lost primary ,B
509 ,MD    ,U.S. Rep.      ,Lih         ,Young                   ,D     ,CP          ,L       ,Lost primary ,AP
510 ,ME    ,U.S. Rep.      ,Adrienne    ,Bennett                 ,R     ,C           ,L       ,Lost primary ,W
511 ,ME    ,U.S. Sen.      ,Betsy       ,Sweet                   ,D     ,C           ,L       ,Lost primary ,W
512 ,MI    ,U.S. Rep.      ,Lynn        ,Afendoulis              ,R     ,O           ,L       ,Lost primary ,W
513 ,MI    ,U.S. Rep.      ,Carmelita   ,Greco                   ,R     ,C           ,L       ,Lost primary ,H
514 ,MI    ,U.S. Rep.      ,Brenda      ,Jones                   ,D     ,CP          ,L       ,Lost primary ,B
515 ,MI    ,U.S. Rep.      ,Kristina    ,Lyke                    ,R     ,C           ,L       ,Lost primary ,W
516 ,MI    ,U.S. Rep.      ,Kelly       ,Noland                  ,D     ,O           ,L       ,Lost primary ,W
517 ,MI    ,U.S. Rep.      ,Linda       ,O'Dell                  ,D     ,C           ,L       ,Lost primary ,W
518 ,MI    ,U.S. Rep.      ,Elena       ,Oelke                   ,R     ,CP          ,L       ,Lost primary ,W
519 ,MI    ,U.S. Rep.      ,Emily       ,Rafi                    ,R     ,O           ,L       ,Lost primary ,sent email 7/27/20
520 ,MI    ,U.S. Rep.      ,Jen         ,Richardson              ,D     ,C           ,L       ,Lost primary ,W
521 ,MI    ,U.S. Rep.      ,Linda       ,Sawyer                  ,R     ,C           ,L       ,Lost primary ,W
522 ,MI    ,U.S. Rep.      ,Whittney    ,Williams                ,R     ,C           ,L       ,Lost primary ,AP
523 ,MN    ,U.S. Rep.      ,Dalia       ,Al-Aqidi                ,R     ,C           ,L       ,Lost primary ,MENA
524 ,MN    ,U.S. Rep.      ,Tiffini     ,Forslund                ,D     ,CP          ,L       ,Lost primary ,B/W
525 ,MN    ,U.S. Rep.      ,Alberder    ,Gillespie               ,D     ,CP          ,L       ,Lost primary ,B
526 ,MN    ,U.S. Rep.      ,Alycia      ,Gruenhagen              ,D     ,CP          ,L       ,Lost primary ,W
527 ,MN    ,U.S. Rep.      ,Danielle    ,Stella                  ,R     ,C           ,L       ,Lost primary ,W
528 ,MN    ,U.S. Sen.      ,Cynthia     ,Gail                    ,R     ,C           ,L       ,Lost primary ,W
529 ,MN    ,U.S. Sen.      ,Paula       ,Overby                  ,D     ,CP          ,L       ,Lost primary ,W
530 ,MO    ,Governor       ,Saundra     ,McDowell                ,R     ,CP          ,L       ,Lost primary ,W
531 ,MO    ,U.S. Rep.      ,Katherine   ,Bruckner                ,D     ,CP          ,L       ,Lost primary ,Unavailable
532 ,MO    ,U.S. Rep.      ,Ramona      ,Farris                  ,D     ,C           ,L       ,Lost primary ,H
533 ,MO    ,U.S. Rep.      ,Winnie      ,Heartstrong             ,R     ,C           ,L       ,Lost primary ,B
534 ,MO    ,U.S. Rep.      ,Camille     ,Lombardi-Olive          ,R     ,CP          ,L       ,Lost primary ,W
535 ,MO    ,U.S. Rep.      ,Richonda    ,Oaks                    ,R     ,C           ,L       ,Lost primary ,Unavailable
536 ,MO    ,U.S. Rep.      ,Maite       ,Salazar                 ,D     ,CP          ,L       ,Lost primary ,MU
537 ,MO    ,U.S. Rep.      ,Lynette     ,Trares                  ,R     ,CP          ,L       ,Lost primary ,W
538 ,MO    ,U.S. Rep.      ,Adela       ,Wisdom                  ,R     ,CP          ,L       ,Lost primary ,NA
539 ,MS    ,U.S. Rep.      ,Katelyn     ,Lee                     ,D     ,C           ,L       ,Lost primary ,W
540 ,MS    ,U.S. Rep.      ,Sonia       ,Rathburn                ,D     ,CP          ,L       ,Lost primary ,B
541 ,MT    ,At Gen         ,Kimberly    ,Dudik                   ,D     ,O           ,L       ,Lost primary ,W
542 ,MT    ,Auditor        ,Nelly       ,Nicol                   ,R     ,O           ,L       ,Lost primary ,W
543 ,MT    ,Governor       ,Whitney     ,Williams                ,D     ,O           ,L       ,Lost primary ,W
544 ,MT    ,U.S. Rep.      ,Debra       ,Lamm                    ,R     ,O           ,L       ,Lost primary ,W
545 ,NC    ,At Gen         ,Christine   ,Mumma                   ,R     ,C           ,L       ,Lost primary ,W
546 ,NC    ,Governor       ,Holly       ,Grange                  ,R     ,C           ,L       ,Lost primary ,W
547 ,NC    ,Labor          ,Pearl       ,Burris-Floyd            ,R     ,O           ,L       ,Lost primary ,B
548 ,NC    ,Lt. Gov.       ,Deborah     ,Cochran                 ,R     ,O           ,L       ,Lost primary ,W
549 ,NC    ,Lt. Gov.       ,Renee       ,Ellmers                 ,R     ,O           ,L       ,Lost primary ,W
550 ,NC    ,Lt. Gov.       ,Terry       ,Van Duyn                ,D     ,O           ,L       ,Lost primary ,W
551 ,NC    ,S.P.I.         ,Constance   ,Johnson                 ,D     ,O           ,L       ,Lost primary ,B
552 ,NC    ,Treasurer      ,Dimple      ,Ajmera                  ,D     ,C           ,L       ,Lost primary ,AP
553 ,NC    ,U.S. Rep.      ,Lynda       ,Bennett                 ,R     ,O           ,L       ,Lost primary ,W
554 ,NC    ,U.S. Rep.      ,Gina        ,Collias                 ,D     ,O           ,L       ,Lost primary ,W
555 ,NC    ,U.S. Rep.      ,Rhonda      ,Foxx                    ,D     ,O           ,L       ,Lost primary ,B
556 ,NC    ,U.S. Rep.      ,Monika      ,Johnson-Hostler         ,D     ,O           ,L       ,Lost primary ,B
557 ,NC    ,U.S. Rep.      ,Michele     ,Nix                     ,R     ,C           ,L       ,Lost primary ,W
558 ,NC    ,U.S. Rep.      ,Laura       ,Pichardo                ,R     ,O           ,L       ,Lost primary ,H
559 ,NC    ,U.S. Sen.      ,Sharon      ,Hudson                  ,R     ,CP          ,L       ,Lost primary ,W
560 ,NC    ,U.S. Sen.      ,Erica       ,Smith                   ,D     ,C           ,L       ,Lost primary ,B
561 ,NE    ,U.S. Rep.      ,Ann         ,Ashford                 ,D     ,C           ,L       ,Lost primary ,W
562 ,NE    ,U.S. Rep.      ,Gladys      ,Harrison                ,D     ,C           ,L       ,Lost primary ,B
563 ,NE    ,U.S. Rep.      ,Babs        ,Ramsey                  ,D     ,C           ,L       ,Lost primary ,W
564 ,NE    ,U.S. Sen.      ,Angie       ,Phillips                ,D     ,C           ,L       ,Lost primary ,W
565 ,NE    ,U.S. Sen.      ,Alisha      ,Shelton                 ,D     ,C           ,L       ,Lost primary ,B
566 ,NH    ,Governor       ,Karen       ,Testerman               ,R     ,CP          ,L       ,Lost primary ,AP/W
567 ,NH    ,U.S. Rep.      ,Lynne       ,Blankenbeker            ,R     ,C           ,L       ,Lost primary ,W
568 ,NJ    ,U.S. Rep.      ,Amani       ,Al-Khatahtbeh           ,D     ,CP          ,L       ,Lost primary ,MENA
569 ,NJ    ,U.S. Rep.      ,Christine   ,Conforti                ,D     ,C           ,L       ,Lost primary ,W
570 ,NJ    ,U.S. Rep.      ,Kate        ,Gibbs                   ,R     ,C           ,L       ,Lost primary ,W
571 ,NJ    ,U.S. Rep.      ,Brigid      ,Harrison                ,D     ,C           ,L       ,Lost primary ,W
572 ,NJ    ,U.S. Rep.      ,Arati       ,Kreibich                ,D     ,CP          ,L       ,Lost primary ,AP
573 ,NJ    ,U.S. Rep.      ,Lisa        ,McCormick               ,D     ,CP          ,L       ,Lost primary ,W
574 ,NJ    ,U.S. Rep.      ,Zina        ,Spezakis                ,D     ,CP          ,L       ,Lost primary ,W
575 ,NJ    ,U.S. Sen.      ,Tricia      ,Flanagan                ,R     ,C           ,L       ,Lost primary ,W
576 ,NJ    ,U.S. Sen.      ,Natalie     ,Rivera                  ,R     ,C           ,L       ,Lost primary ,B
577 ,NM    ,U.S. Rep.      ,Karen       ,Bedonie                 ,R     ,O           ,L       ,Lost primary ,NA
578 ,NM    ,U.S. Rep.      ,Claire      ,Chase                   ,R     ,C           ,L       ,Lost primary ,W
579 ,NM    ,U.S. Rep.      ,Laura       ,Montoya                 ,D     ,O           ,L       ,Lost primary ,H
580 ,NM    ,U.S. Rep.      ,Valerie     ,Plame                   ,D     ,O           ,L       ,Lost primary ,W
581 ,NM    ,U.S. Sen.      ,Elisa       ,Martinez                ,R     ,O           ,L       ,Lost primary ,NA/H
582 ,NV    ,U.S. Rep.      ,Rosalie     ,Bingham                 ,R     ,C           ,L       ,Lost primary ,W
583 ,NV    ,U.S. Rep.      ,Steffanie   ,D'Ayr                   ,D     ,CP          ,L       ,Lost primary ,W
584 ,NV    ,U.S. Rep.      ,Jennifer    ,Eason                   ,D     ,CP          ,L       ,Lost primary ,W
585 ,NV    ,U.S. Rep.      ,Citlaly     ,Larois-Elias            ,R     ,C           ,L       ,Lost primary ,H
586 ,NV    ,U.S. Rep.      ,Randi       ,Reed                    ,R     ,C           ,L       ,Lost primary ,W
587 ,NV    ,U.S. Rep.      ,Mindy       ,Robinson                ,R     ,C           ,L       ,Lost primary ,W
588 ,NV    ,U.S. Rep.      ,Lisa        ,Sutton                  ,R     ,C           ,L       ,Lost primary ,AP
589 ,NV    ,U.S. Rep.      ,Tiffany     ,Watson                  ,D     ,CP          ,L       ,Lost primary ,W
590 ,NV    ,U.S. Rep.      ,Rebecca     ,Wood                    ,R     ,C           ,L       ,Lost primary ,W
591 ,NY    ,U.S. Rep.      ,Lauren      ,Ashcraft                ,D     ,CP          ,L       ,Lost primary ,AP/W
592 ,NY    ,U.S. Rep.      ,Lindsey     ,Boylan                  ,D     ,CP          ,L       ,Lost primary ,W
593 ,NY    ,U.S. Rep.      ,Michelle    ,Caruso-Cabrera          ,D     ,CP          ,L       ,Lost primary ,H/W
594 ,NY    ,U.S. Rep.      ,Asha        ,Castleberry-Hernandez   ,D     ,O           ,L       ,Lost primary ,B
595 ,NY    ,U.S. Rep.      ,Sandra      ,Choi                    ,D     ,CP          ,L       ,Lost primary ,AP
596 ,NY    ,U.S. Rep.      ,Melanie     ,D'Arrigo                ,D     ,CP          ,L       ,Lost primary ,W
597 ,NY    ,U.S. Rep.      ,Evelyn      ,Farkas                  ,D     ,O           ,L       ,Lost primary ,W
598 ,NY    ,U.S. Rep.      ,Allison     ,Fine                    ,D     ,O           ,L       ,Lost primary ,W
599 ,NY    ,U.S. Rep.      ,Bridget     ,Fleming                 ,D     ,C           ,L       ,Lost primary ,W
600 ,NY    ,U.S. Rep.      ,Yehudis     ,Gottesfeld              ,R     ,O           ,L       ,Lost primary ,W
601 ,NY    ,U.S. Rep.      ,Cindy       ,Grosz                   ,R     ,C           ,L       ,Lost primary ,W
602 ,NY    ,U.S. Rep.      ,Ola         ,Hawatmeh                ,R     ,C           ,L       ,Lost primary ,MENA
603 ,NY    ,U.S. Rep.      ,Badrun      ,Khan                    ,D     ,CP          ,L       ,Lost primary ,AP
604 ,NY    ,U.S. Rep.      ,Samelys     ,Lopez                   ,D     ,O           ,L       ,Lost primary ,H
605 ,NY    ,U.S. Rep.      ,Pat         ,Maher                   ,D     ,O           ,L       ,Lost primary ,W
606 ,NY    ,U.S. Rep.      ,Melissa     ,Mark-Viverito           ,D     ,O           ,L       ,Lost primary ,H
607 ,NY    ,U.S. Rep.      ,Chivona     ,Newsome                 ,D     ,O           ,L       ,Lost primary ,B
608 ,NY    ,U.S. Rep.      ,Catherine   ,Parker                  ,D     ,O           ,L       ,Lost primary ,W
609 ,NY    ,U.S. Rep.      ,Beth        ,Parlato                 ,R     ,O           ,L       ,Lost primary ,W
610 ,NY    ,U.S. Rep.      ,Marlene     ,Tapper                  ,D     ,O           ,L       ,Lost primary ,B
611 ,NY    ,U.S. Rep.      ,Robin       ,Wilt                    ,D     ,CP          ,L       ,Lost primary ,B
612 ,OH    ,U.S. Rep.      ,Jenny       ,Bell                    ,D     ,C           ,L       ,Lost primary ,W
613 ,OH    ,U.S. Rep.      ,Kathi       ,Flanders                ,R     ,CP          ,L       ,Lost primary ,W
614 ,OH    ,U.S. Rep.      ,Nikki       ,Foster                  ,D     ,C           ,L       ,Lost primary ,AP/W
615 ,OH    ,U.S. Rep.      ,Morgan      ,Harper                  ,D     ,CP          ,L       ,Lost primary ,B
616 ,OH    ,U.S. Rep.      ,Shalira     ,Taylor                  ,R     ,C           ,L       ,Lost primary ,B
617 ,OK    ,U.S. Rep.      ,Janet       ,Barresi                 ,R     ,C           ,L       ,Lost primary ,W
618 ,OK    ,U.S. Rep.      ,Rhonda      ,Hopkins                 ,R     ,CP          ,L       ,Lost primary ,NA
619 ,OK    ,U.S. Rep.      ,Shelli      ,Landon                  ,R     ,C           ,L       ,Lost primary ,W
620 ,OK    ,U.S. Rep.      ,Terry       ,Neese                   ,R     ,C           ,L       ,Lost primary ,W
621 ,OK    ,U.S. Sen.      ,Sheila      ,Bilyeu                  ,D     ,C           ,L       ,Lost primary ,NA/W
622 ,OK    ,U.S. Sen.      ,Elysabeth   ,Britt                   ,D     ,C           ,L       ,Lost primary ,W
623 ,OR    ,Sec. St.       ,Jamie       ,McLeod-Skinner          ,D     ,O           ,L       ,Lost primary ,W
624 ,OR    ,U.S. Rep.      ,Heidi       ,Briones                 ,D     ,CP          ,L       ,Lost primary ,H/W
625 ,OR    ,U.S. Rep.      ,Doyle       ,Canning                 ,D     ,CP          ,L       ,Lost primary ,W
626 ,OR    ,U.S. Rep.      ,Army        ,Murray                  ,R     ,C           ,L       ,Lost primary ,H
627 ,OR    ,U.S. Rep.      ,Angela      ,Roman                   ,R     ,C           ,L       ,Lost primary ,W
628 ,OR    ,U.S. Rep.      ,Amanda      ,Siebe                   ,D     ,CP          ,L       ,Lost primary ,W
629 ,PA    ,Auditor        ,Rose        ,Davis                   ,D     ,O           ,L       ,Lost primary ,B
630 ,PA    ,Auditor        ,Tracie      ,Fountain                ,D     ,O           ,L       ,Lost primary ,B
631 ,PA    ,Auditor        ,Christina   ,Hartman                 ,D     ,O           ,L       ,Lost primary ,W
632 ,PA    ,U.S. Rep.      ,Laura       ,Quick                   ,D     ,C           ,L       ,Lost primary ,W
633 ,PR    ,PR Governor    ,Wanda       ,Vasquez                 ,PNP   ,I           ,L       ,Lost primary ,H
634 ,PR    ,PR Governor    ,Carmen      ,Yulín Cruz              ,PPD   ,C           ,L       ,Lost primary ,H
635 ,SC    ,U.S. Rep.      ,Kathy       ,Landing                 ,R     ,C           ,L       ,Lost primary ,W
636 ,SD    ,U.S. Rep.      ,Liz         ,Marty May               ,R     ,CP          ,L       ,Lost primary ,W
637 ,SD    ,U.S. Sen.      ,Scyller     ,Borglum                 ,R     ,CP          ,L       ,Lost primary ,W
638 ,TN    ,U.S. Rep.      ,Noelle      ,Bivens                  ,D     ,C           ,L       ,Lost primary ,W
639 ,TN    ,U.S. Rep.      ,Keeda       ,Haynes                  ,D     ,CP          ,L       ,Lost primary ,B
640 ,TN    ,U.S. Rep.      ,Nichole     ,Williams                ,R     ,O           ,L       ,Lost primary ,W
641 ,TN    ,U.S. Sen.      ,Natisha     ,Brooks                  ,R     ,O           ,L       ,Lost primary ,no email
642 ,TN    ,U.S. Sen.      ,Robin       ,Kimbrough               ,D     ,O           ,L       ,Lost primary ,B
643 ,TX    ,RailRoad Comm. ,Kelly       ,Stone                   ,D     ,C           ,L       ,Lost primary ,W
644 ,TX    ,U.S. Rep.      ,Rosey       ,Abuabara                ,D     ,O           ,L       ,Lost primary ,H
645 ,TX    ,U.S. Rep.      ,Alma        ,Arrendondo-Lynch        ,R     ,O           ,L       ,Lost primary ,H
646 ,TX    ,U.S. Rep.      ,Sanjanetta  ,Barnes                  ,D     ,C           ,L       ,Lost primary ,B
647 ,TX    ,U.S. Rep.      ,Barbara     ,Caraway                 ,D     ,CP          ,L       ,Lost primary ,B
648 ,TX    ,U.S. Rep.      ,Elisa       ,Cardnell                ,D     ,C           ,L       ,Lost primary ,W
649 ,TX    ,U.S. Rep.      ,Catherine   ,Carr                    ,R     ,O           ,L       ,Lost primary ,W
650 ,TX    ,U.S. Rep.      ,Sunny       ,Chaparala               ,R     ,O           ,L       ,Lost primary ,AP
651 ,TX    ,U.S. Rep.      ,Jessica     ,Cisneros                ,D     ,CP          ,L       ,Lost primary ,H
652 ,TX    ,U.S. Rep.      ,Shenita     ,Cleveland               ,D     ,CP          ,L       ,Lost primary ,B
653 ,TX    ,U.S. Rep.      ,Jamie       ,Culley                  ,R     ,O           ,L       ,Lost primary ,NA/W
654 ,TX    ,U.S. Rep.      ,Melissa     ,Esparza-Mathis          ,R     ,CP          ,L       ,Lost primary ,H
655 ,TX    ,U.S. Rep.      ,Maria       ,Espinoza                ,R     ,C           ,L       ,Lost primary ,H
656 ,TX    ,U.S. Rep.      ,Crystal     ,Fletcher                ,D     ,O           ,L       ,Lost primary ,W
657 ,TX    ,U.S. Rep.      ,Elaine      ,Hays                    ,R     ,O           ,L       ,Lost primary ,W
658 ,TX    ,U.S. Rep.      ,Nellie      ,Heiskell                ,R     ,C           ,L       ,Lost primary ,B
659 ,TX    ,U.S. Rep.      ,Shannon     ,Hutcheson               ,D     ,C           ,L       ,Lost primary ,W
660 ,TX    ,U.S. Rep.      ,Laura       ,Jones                   ,D     ,C           ,L       ,Lost primary ,W
661 ,TX    ,U.S. Rep.      ,Anita       ,Kegley                  ,R     ,C           ,L       ,Lost primary ,W
662 ,TX    ,U.S. Rep.      ,Diane       ,Knowlton                ,R     ,O           ,L       ,Lost primary ,W
663 ,TX    ,U.S. Rep.      ,Jennie      ,Leeder                  ,D     ,C           ,L       ,Lost primary ,W
664 ,TX    ,U.S. Rep.      ,Christine   ,Mann                    ,D     ,C           ,L       ,Lost primary ,W
665 ,TX    ,U.S. Rep.      ,Jan         ,McDowell                ,D     ,O           ,L       ,Lost primary ,W
666 ,TX    ,U.S. Rep.      ,Laurie      ,McReynolds              ,R     ,O           ,L       ,Lost primary ,W
667 ,TX    ,U.S. Rep.      ,Diana       ,Miller                  ,R     ,O           ,L       ,Lost primary ,H
668 ,TX    ,U.S. Rep.      ,Nyanza      ,Moore                   ,D     ,O           ,L       ,Lost primary ,B
669 ,TX    ,U.S. Rep.      ,Kim         ,Olson                   ,D     ,O           ,L       ,Lost primary ,W
670 ,TX    ,U.S. Rep.      ,Tammy       ,Orta                    ,R     ,C           ,L       ,Lost primary ,H
671 ,TX    ,U.S. Rep.      ,Ava         ,Pate                    ,R     ,C           ,L       ,Lost primary ,H
672 ,TX    ,U.S. Rep.      ,Asusena     ,Resendiz                ,R     ,O           ,L       ,Lost primary ,H
673 ,TX    ,U.S. Rep.      ,Kristen     ,Rowin                   ,R     ,O           ,L       ,Lost primary ,H/W
674 ,TX    ,U.S. Rep.      ,Cindy       ,Siegel                  ,R     ,C           ,L       ,Lost primary ,W
675 ,TX    ,U.S. Rep.      ,Heidi       ,Sloan                   ,D     ,C           ,L       ,Lost primary ,W
676 ,TX    ,U.S. Rep.      ,Renee       ,Swann                   ,R     ,O           ,L       ,Lost primary ,W
677 ,TX    ,U.S. Rep.      ,Sharon      ,Thomas                  ,R     ,O           ,L       ,Lost primary ,B
678 ,TX    ,U.S. Rep.      ,Blanca      ,Trout                   ,R     ,C           ,L       ,Lost primary ,H
679 ,TX    ,U.S. Rep.      ,Alia        ,Ureste                  ,R     ,O           ,L       ,Lost primary ,H
680 ,TX    ,U.S. Rep.      ,Elianor     ,Vessali                 ,R     ,O           ,L       ,Lost primary ,MENA
681 ,TX    ,U.S. Rep.      ,Kathaleen   ,Wall                    ,R     ,O           ,L       ,Lost primary ,W
682 ,TX    ,U.S. Rep.      ,Melissa     ,Wilson                  ,D     ,CP          ,L       ,Lost primary ,B
683 ,TX    ,U.S. Rep.      ,Monique     ,Worthy                  ,R     ,O           ,L       ,Lost primary ,B
684 ,TX    ,U.S. Rep.      ,Tammy       ,Young                   ,D     ,C           ,L       ,Lost primary ,W
685 ,TX    ,U.S. Sen.      ,Amanda      ,Edwards                 ,D     ,C           ,L       ,Lost primary ,B
686 ,TX    ,U.S. Sen.      ,Annie       ,Garcia                  ,D     ,C           ,L       ,Lost primary ,W
687 ,TX    ,U.S. Sen.      ,Sema        ,Hernandez               ,D     ,C           ,L       ,Lost primary ,H
688 ,TX    ,U.S. Sen.      ,Cristina    ,Ramirez                 ,D     ,C           ,L       ,Lost primary ,H/W
689 ,UT    ,Governor       ,Aimee       ,Winder Newton           ,R     ,O           ,L       ,Lost primary ,W
690 ,UT    ,Lt. Gov.       ,Michelle    ,Kaufusi                 ,R     ,O           ,L       ,Lost primary ,W
691 ,UT    ,U.S. Rep.      ,Kathleen    ,Anderson                ,R     ,C           ,L       ,Lost primary ,W
692 ,UT    ,U.S. Rep.      ,Mary        ,Burkett                 ,R     ,CP          ,L       ,Lost primary ,W
693 ,UT    ,U.S. Rep.      ,Tina        ,Cannon                  ,R     ,O           ,L       ,Lost primary ,W
694 ,UT    ,U.S. Rep.      ,Jamie       ,Cheek                   ,D     ,O           ,L       ,Lost primary ,W
695 ,UT    ,U.S. Rep.      ,Kim         ,Coleman                 ,R     ,C           ,L       ,Lost primary ,W
696 ,UT    ,U.S. Rep.      ,JC          ,DeYoung                 ,R     ,O           ,L       ,Lost primary ,W
697 ,UT    ,U.S. Rep.      ,Cathy       ,Hammon                  ,R     ,O           ,L       ,Lost primary ,Unavailable
698 ,UT    ,U.S. Rep.      ,Cindy       ,Thompson                ,R     ,C           ,L       ,Lost primary ,W
699 ,UT    ,U.S. Rep.      ,Katie       ,Witt                    ,R     ,O           ,L       ,Lost primary ,W
700 ,VA    ,U.S. Rep.      ,R. Cazel    ,Levine                  ,D     ,CP          ,L       ,Lost primary ,B
701 ,VA    ,U.S. Rep.      ,Zainab      ,Mohsini                 ,D     ,CP          ,L       ,Lost primary ,AP
702 ,VA    ,U.S. Rep.      ,Claire      ,Russo                   ,D     ,C           ,L       ,Lost primary ,W
703 ,VA    ,U.S. Rep.      ,Vangie      ,Williams                ,D     ,C           ,L       ,Lost primary ,AP/B/MENA/NA/W
704 ,VA    ,U.S. Sen.      ,Alissa      ,Baldwin                 ,R     ,C           ,L       ,Lost primary ,W
705 ,VT    ,At Gen         ,Emily       ,Peyton                  ,R     ,C           ,L       ,Lost primary ,W
706 ,VT    ,Auditor        ,Linda       ,Sullivan                ,D     ,CP          ,L       ,Lost primary ,W
707 ,VT    ,Governor       ,Rebecca     ,Holcombe                ,D     ,C           ,L       ,Lost primary ,W
708 ,VT    ,Governor       ,Emily       ,Peyton                  ,R     ,CP          ,L       ,Lost primary ,W
709 ,VT    ,Lt. Gov.       ,Meg         ,Hansen                  ,R     ,O           ,L       ,Lost primary ,AP
710 ,VT    ,Lt. Gov.       ,Debbie      ,Ingram                  ,D     ,O           ,L       ,Lost primary ,W
711 ,VT    ,Lt. Gov.       ,Brenda      ,Siegel                  ,D     ,O           ,L       ,Lost primary ,W
712 ,VT    ,U.S. Rep.      ,Anya        ,Tynio                   ,R     ,C           ,L       ,Lost primary ,W
713 ,WA    ,Land           ,Maryam      ,Abasbarzy               ,R     ,C           ,WD      ,Lost primary ,no email
