id  ,State ,Office         ,First Name  ,Last Name               ,Party ,Seat Status ,Primary ,General      ,Race
714 ,WA    ,Lt. Gov.       ,Ann         ,Davison Sattler         ,R     ,O           ,L       ,Lost primary ,W
715 ,WA    ,Lt. Gov.       ,Michelle    ,Jasmer                  ,D     ,O           ,L       ,Lost primary ,B/H/W
716 ,WA    ,U.S. Rep.      ,Mary        ,Bacon                   ,D     ,O           ,L       ,Lost primary ,AP/W
717 ,WA    ,U.S. Rep.      ,Carrie      ,Kennedy                 ,R     ,C           ,L       ,Lost primary ,W
718 ,WA    ,U.S. Rep.      ,Rebecca     ,Parson                  ,D     ,CP          ,L       ,Lost primary ,W
719 ,WA    ,U.S. Rep.      ,Kristine    ,Reeves                  ,D     ,O           ,L       ,Lost primary ,B
720 ,WA    ,U.S. Rep.      ,Sarena      ,Sloot                   ,R     ,CP          ,L       ,Lost primary ,sent email 7/30/20
721 ,WA    ,U.S. Rep.      ,Nancy       ,Slotnick                ,R     ,O           ,L       ,Lost primary ,W
722 ,WA    ,U.S. Rep.      ,Tracy       ,Wright                  ,R     ,CP          ,L       ,Lost primary ,Unavailable
723 ,WI    ,U.S. Rep.      ,Jessi       ,Ebben                   ,R     ,C           ,L       ,Lost primary ,W
724 ,WI    ,U.S. Rep.      ,Cindy       ,Werner                  ,R     ,C           ,L       ,Lost primary ,B
725 ,WV    ,Governor       ,Shelby      ,Fitzhugh                ,R     ,CP          ,L       ,Lost primary ,W
726 ,WY    ,U.S. Rep.      ,Carol       ,Hafner                  ,D     ,C           ,L       ,Lost primary ,W
727 ,WY    ,U.S. Sen.      ,Yana        ,Ludwig                  ,D     ,O           ,L       ,Lost primary ,W
