id   ,Date      ,State                    ,Total Confirmed Cases ,Total Deaths
901  ,Thu 9/16  ,Maine                    ,82607                 ,979
902  ,Thu 9/16  ,Maryland                 ,515486                ,10238
903  ,Thu 9/16  ,Massachusetts            ,788775                ,18424
904  ,Thu 9/16  ,Michigan                 ,1101209               ,21905
905  ,Thu 9/16  ,Minnesota                ,679071                ,8063
906  ,Thu 9/16  ,Mississippi              ,471092                ,9165
907  ,Thu 9/16  ,Missouri                 ,812106                ,11730
908  ,Thu 9/16  ,Montana                  ,138629                ,1865
909  ,Thu 9/16  ,Nebraska                 ,256906                ,2624
910  ,Thu 9/16  ,Nevada                   ,408733                ,6821
911  ,Thu 9/16  ,New Hampshire            ,113903                ,1452
912  ,Thu 9/16  ,New Jersey               ,1126322               ,27148
913  ,Thu 9/16  ,New Mexico               ,243962                ,4664
914  ,Thu 9/16  ,New York                 ,2354028               ,54395
915  ,Thu 9/16  ,North Carolina           ,1323497               ,15541
916  ,Thu 9/16  ,North Dakota             ,124652                ,1616
917  ,Thu 9/16  ,Northern Mariana Islands ,258                   ,2
918  ,Thu 9/16  ,Ohio                     ,1327614               ,21265
919  ,Thu 9/16  ,Oklahoma                 ,589950                ,8440
920  ,Thu 9/16  ,Oregon                   ,307768                ,3548
921  ,Thu 9/16  ,Pennsylvania             ,1365049               ,28768
922  ,Thu 9/16  ,Puerto Rico              ,211597                ,3055
923  ,Thu 9/16  ,Rhode Island             ,167975                ,2810
924  ,Thu 9/16  ,South Carolina           ,814254                ,11532
925  ,Thu 9/16  ,South Dakota             ,139412                ,2096
926  ,Thu 9/16  ,Tennessee                ,1144848               ,14173
927  ,Thu 9/16  ,Texas                    ,3897271               ,61573
928  ,Thu 9/16  ,Utah                     ,489324                ,2779
929  ,Thu 9/16  ,Vermont                  ,30922                 ,294
930  ,Thu 9/16  ,Virgin Islands           ,6374                  ,67
931  ,Thu 9/16  ,Virginia                 ,822985                ,12207
932  ,Thu 9/16  ,Washington               ,619605                ,7199
933  ,Thu 9/16  ,West Virginia            ,217119                ,3313
934  ,Thu 9/16  ,Wisconsin                ,768535                ,8682
935  ,Thu 9/16  ,Wyoming                  ,83643                 ,918
936  ,Fri 9/17  ,Alabama                  ,764839                ,13048
937  ,Fri 9/17  ,Alaska                   ,99590                 ,452
938  ,Fri 9/17  ,Arizona                  ,1061604               ,19379
939  ,Fri 9/17  ,Arkansas                 ,482743                ,7412
940  ,Fri 9/17  ,California               ,4639199               ,67948
941  ,Fri 9/17  ,Colorado                 ,651581                ,7547
942  ,Fri 9/17  ,Connecticut              ,384342                ,8463
943  ,Fri 9/17  ,Delaware                 ,127222                ,1913
944  ,Fri 9/17  ,District of Columbia     ,58851                 ,1167
945  ,Fri 9/17  ,Florida                  ,3485163               ,51240
946  ,Fri 9/17  ,Georgia                  ,1491838               ,23767
947  ,Fri 9/17  ,Guam                     ,14318                 ,180
948  ,Fri 9/17  ,Hawaii                   ,72137                 ,691
949  ,Fri 9/17  ,Idaho                    ,241335                ,2614
950  ,Fri 9/17  ,Illinois                 ,1595188               ,27175
951  ,Fri 9/17  ,Indiana                  ,929986                ,15083
952  ,Fri 9/17  ,Iowa                     ,429078                ,6401
953  ,Fri 9/17  ,Kansas                   ,398054                ,5883
954  ,Fri 9/17  ,Kentucky                 ,653942                ,8331
955  ,Fri 9/17  ,Louisiana                ,725637                ,13418
956  ,Fri 9/17  ,Maine                    ,83322                 ,981
957  ,Fri 9/17  ,Maryland                 ,517011                ,10250
958  ,Fri 9/17  ,Massachusetts            ,790953                ,18445
959  ,Fri 9/17  ,Michigan                 ,1107687               ,21982
960  ,Fri 9/17  ,Minnesota                ,681706                ,8076
961  ,Fri 9/17  ,Mississippi              ,473413                ,9214
962  ,Fri 9/17  ,Missouri                 ,814194                ,11750
963  ,Fri 9/17  ,Montana                  ,139844                ,1877
964  ,Fri 9/17  ,Nebraska                 ,257787                ,2626
965  ,Fri 9/17  ,Nevada                   ,410104                ,6845
966  ,Fri 9/17  ,New Hampshire            ,114322                ,1457
967  ,Fri 9/17  ,New Jersey               ,1128696               ,27165
968  ,Fri 9/17  ,New Mexico               ,244720                ,4677
969  ,Fri 9/17  ,New York                 ,2360066               ,54424
970  ,Fri 9/17  ,North Carolina           ,1332544               ,15636
971  ,Fri 9/17  ,North Dakota             ,125142                ,1617
972  ,Fri 9/17  ,Northern Mariana Islands ,258                   ,2
973  ,Fri 9/17  ,Ohio                     ,1336061               ,21471
974  ,Fri 9/17  ,Oklahoma                 ,592074                ,8440
975  ,Fri 9/17  ,Oregon                   ,309841                ,3569
976  ,Fri 9/17  ,Pennsylvania             ,1370247               ,28812
977  ,Fri 9/17  ,Puerto Rico              ,211996                ,3064
978  ,Fri 9/17  ,Rhode Island             ,168449                ,2812
979  ,Fri 9/17  ,South Carolina           ,819204                ,11614
980  ,Fri 9/17  ,South Dakota             ,139956                ,2100
981  ,Fri 9/17  ,Tennessee                ,1151186               ,14225
982  ,Fri 9/17  ,Texas                    ,3915675               ,61931
983  ,Fri 9/17  ,Utah                     ,491073                ,2787
984  ,Fri 9/17  ,Vermont                  ,31156                 ,296
985  ,Fri 9/17  ,Virgin Islands           ,6439                  ,67
986  ,Fri 9/17  ,Virginia                 ,827197                ,12242
987  ,Fri 9/17  ,Washington               ,623254                ,7256
988  ,Fri 9/17  ,West Virginia            ,219439                ,3370
989  ,Fri 9/17  ,Wisconsin                ,772089                ,8703
990  ,Fri 9/17  ,Wyoming                  ,83958                 ,918
991  ,Sat 9/18  ,Alabama                  ,768301                ,13209
992  ,Sat 9/18  ,Alaska                   ,99590                 ,452
993  ,Sat 9/18  ,Arizona                  ,1064346               ,19487
994  ,Sat 9/18  ,Arkansas                 ,484317                ,7435
995  ,Sat 9/18  ,California               ,4647462               ,68034
996  ,Sat 9/18  ,Colorado                 ,651581                ,7547
997  ,Sat 9/18  ,Connecticut              ,384342                ,8463
998  ,Sat 9/18  ,Delaware                 ,127803                ,1920
999  ,Sat 9/18  ,District of Columbia     ,58851                 ,1167
1000 ,Sat 9/18  ,Florida                  ,3494954               ,51240
1001 ,Sat 9/18  ,Georgia                  ,1491838               ,23767
1002 ,Sat 9/18  ,Guam                     ,14318                 ,180
1003 ,Sat 9/18  ,Hawaii                   ,72687                 ,699
1004 ,Sat 9/18  ,Idaho                    ,242089                ,2637
1005 ,Sat 9/18  ,Illinois                 ,1595188               ,27175
1006 ,Sat 9/18  ,Indiana                  ,929986                ,15083
1007 ,Sat 9/18  ,Iowa                     ,434239                ,6401
1008 ,Sat 9/18  ,Kansas                   ,398054                ,5883
1009 ,Sat 9/18  ,Kentucky                 ,654377                ,8337
1010 ,Sat 9/18  ,Louisiana                ,725637                ,13418
1011 ,Sat 9/18  ,Maine                    ,83909                 ,982
1012 ,Sat 9/18  ,Maryland                 ,518289                ,10263
1013 ,Sat 9/18  ,Massachusetts            ,790953                ,18445
1014 ,Sat 9/18  ,Michigan                 ,1107687               ,21982
1015 ,Sat 9/18  ,Minnesota                ,681706                ,8076
1016 ,Sat 9/18  ,Mississippi              ,473413                ,9214
1017 ,Sat 9/18  ,Missouri                 ,816310                ,11765
1018 ,Sat 9/18  ,Montana                  ,139844                ,1877
1019 ,Sat 9/18  ,Nebraska                 ,257787                ,2626
1020 ,Sat 9/18  ,Nevada                   ,410104                ,6845
1021 ,Sat 9/18  ,New Hampshire            ,114322                ,1457
1022 ,Sat 9/18  ,New Jersey               ,1131319               ,27182
1023 ,Sat 9/18  ,New Mexico               ,244720                ,4677
1024 ,Sat 9/18  ,New York                 ,2363352               ,54441
1025 ,Sat 9/18  ,North Carolina           ,1332544               ,15636
1026 ,Sat 9/18  ,North Dakota             ,125630                ,1618
1027 ,Sat 9/18  ,Northern Mariana Islands ,258                   ,2
1028 ,Sat 9/18  ,Ohio                     ,1342777               ,21471
1029 ,Sat 9/18  ,Oklahoma                 ,592074                ,8440
1030 ,Sat 9/18  ,Oregon                   ,309841                ,3569
1031 ,Sat 9/18  ,Pennsylvania             ,1375864               ,28845
1032 ,Sat 9/18  ,Puerto Rico              ,212320                ,3072
1033 ,Sat 9/18  ,Rhode Island             ,168449                ,2812
1034 ,Sat 9/18  ,South Carolina           ,819204                ,11614
1035 ,Sat 9/18  ,South Dakota             ,139956                ,2100
1036 ,Sat 9/18  ,Tennessee                ,1151186               ,14225
1037 ,Sat 9/18  ,Texas                    ,3925228               ,62226
1038 ,Sat 9/18  ,Utah                     ,491073                ,2787
1039 ,Sat 9/18  ,Vermont                  ,31361                 ,298
1040 ,Sat 9/18  ,Virgin Islands           ,6439                  ,67
1041 ,Sat 9/18  ,Virginia                 ,827197                ,12242
1042 ,Sat 9/18  ,Washington               ,623254                ,7256
1043 ,Sat 9/18  ,West Virginia            ,221513                ,3370
1044 ,Sat 9/18  ,Wisconsin                ,772089                ,8703
1045 ,Sat 9/18  ,Wyoming                  ,83958                 ,918
1046 ,Sun 9/19  ,Alabama                  ,770391                ,13210
1047 ,Sun 9/19  ,Alaska                   ,99590                 ,452
1048 ,Sun 9/19  ,Arizona                  ,1066803               ,19513
1049 ,Sun 9/19  ,Arkansas                 ,485056                ,7445
1050 ,Sun 9/19  ,California               ,4654530               ,68106
1051 ,Sun 9/19  ,Colorado                 ,652901                ,7563
1052 ,Sun 9/19  ,Connecticut              ,384342                ,8463
1053 ,Sun 9/19  ,Delaware                 ,128253                ,1920
1054 ,Sun 9/19  ,District of Columbia     ,58851                 ,1167
1055 ,Sun 9/19  ,Florida                  ,3494954               ,51240
1056 ,Sun 9/19  ,Georgia                  ,1491838               ,23767
1057 ,Sun 9/19  ,Guam                     ,14318                 ,180
1058 ,Sun 9/19  ,Hawaii                   ,73148                 ,711
1059 ,Sun 9/19  ,Idaho                    ,242388                ,2637
1060 ,Sun 9/19  ,Illinois                 ,1595188               ,27175
1061 ,Sun 9/19  ,Indiana                  ,929986                ,15083
1062 ,Sun 9/19  ,Iowa                     ,434239                ,6401
1063 ,Sun 9/19  ,Kansas                   ,398054                ,5883
1064 ,Sun 9/19  ,Kentucky                 ,654725                ,8337
1065 ,Sun 9/19  ,Louisiana                ,725637                ,13418
1066 ,Sun 9/19  ,Maine                    ,83910                 ,984
1067 ,Sun 9/19  ,Maryland                 ,519325                ,10263
1068 ,Sun 9/19  ,Massachusetts            ,790953                ,18445
1069 ,Sun 9/19  ,Michigan                 ,1107765               ,21982
1070 ,Sun 9/19  ,Minnesota                ,681706                ,8076
1071 ,Sun 9/19  ,Mississippi              ,473413                ,9214
1072 ,Sun 9/19  ,Missouri                 ,817466                ,11766
1073 ,Sun 9/19  ,Montana                  ,139844                ,1877
1074 ,Sun 9/19  ,Nebraska                 ,257787                ,2626
1075 ,Sun 9/19  ,Nevada                   ,410104                ,6845
1076 ,Sun 9/19  ,New Hampshire            ,114322                ,1457
1077 ,Sun 9/19  ,New Jersey               ,1133228               ,27190
1078 ,Sun 9/19  ,New Mexico               ,244720                ,4677
1079 ,Sun 9/19  ,New York                 ,2371076               ,54479
1080 ,Sun 9/19  ,North Carolina           ,1332544               ,15636
1081 ,Sun 9/19  ,North Dakota             ,125829                ,1618
1082 ,Sun 9/19  ,Northern Mariana Islands ,258                   ,2
1083 ,Sun 9/19  ,Ohio                     ,1347205               ,21471
1084 ,Sun 9/19  ,Oklahoma                 ,592074                ,8440
1085 ,Sun 9/19  ,Oregon                   ,309841                ,3569
1086 ,Sun 9/19  ,Pennsylvania             ,1380364               ,28862
1087 ,Sun 9/19  ,Puerto Rico              ,212609                ,3074
1088 ,Sun 9/19  ,Rhode Island             ,168449                ,2812
1089 ,Sun 9/19  ,South Carolina           ,819204                ,11614
1090 ,Sun 9/19  ,South Dakota             ,139956                ,2100
1091 ,Sun 9/19  ,Tennessee                ,1151186               ,14225
1092 ,Sun 9/19  ,Texas                    ,3926755               ,62323
1093 ,Sun 9/19  ,Utah                     ,491073                ,2787
1094 ,Sun 9/19  ,Vermont                  ,31634                 ,298
1095 ,Sun 9/19  ,Virgin Islands           ,6439                  ,67
1096 ,Sun 9/19  ,Virginia                 ,827197                ,12242
1097 ,Sun 9/19  ,Washington               ,623254                ,7256
1098 ,Sun 9/19  ,West Virginia            ,223117                ,3370
1099 ,Sun 9/19  ,Wisconsin                ,772089                ,8703
1100 ,Sun 9/19  ,Wyoming                  ,83958                 ,918
1101 ,Mon 9/20  ,Alabama                  ,772311                ,13210
1102 ,Mon 9/20  ,Alaska                   ,101698                ,457
1103 ,Mon 9/20  ,Arizona                  ,1068823               ,19513
1104 ,Mon 9/20  ,Arkansas                 ,485452                ,7482
1105 ,Mon 9/20  ,California               ,4663226               ,68158
1106 ,Mon 9/20  ,Colorado                 ,656908                ,7583
1107 ,Mon 9/20  ,Connecticut              ,385788                ,8462
1108 ,Mon 9/20  ,Delaware                 ,128692                ,1920
1109 ,Mon 9/20  ,District of Columbia     ,59563                 ,1167
1110 ,Mon 9/20  ,Florida                  ,3503976               ,51884
1111 ,Mon 9/20  ,Georgia                  ,1503350               ,23947
1112 ,Mon 9/20  ,Guam                     ,14629                 ,182
1113 ,Mon 9/20  ,Hawaii                   ,73567                 ,711
1114 ,Mon 9/20  ,Idaho                    ,243650                ,2650
1115 ,Mon 9/20  ,Illinois                 ,1603442               ,27275
1116 ,Mon 9/20  ,Indiana                  ,937970                ,15157
1117 ,Mon 9/20  ,Iowa                     ,434239                ,6401
1118 ,Mon 9/20  ,Kansas                   ,400445                ,5936
1119 ,Mon 9/20  ,Kentucky                 ,662963                ,8408
1120 ,Mon 9/20  ,Louisiana                ,728831                ,13473
1121 ,Mon 9/20  ,Maine                    ,83910                 ,984
1122 ,Mon 9/20  ,Maryland                 ,520464                ,10263
1123 ,Mon 9/20  ,Massachusetts            ,795543                ,18455
1124 ,Mon 9/20  ,Michigan                 ,1115833               ,22020
1125 ,Mon 9/20  ,Minnesota                ,684163                ,8086
1126 ,Mon 9/20  ,Mississippi              ,476100                ,9270
1127 ,Mon 9/20  ,Missouri                 ,818899                ,11768
1128 ,Mon 9/20  ,Montana                  ,141479                ,1887
1129 ,Mon 9/20  ,Nebraska                 ,259205                ,2629
1130 ,Mon 9/20  ,Nevada                   ,412317                ,6880
1131 ,Mon 9/20  ,New Hampshire            ,115401                ,1458
1132 ,Mon 9/20  ,New Jersey               ,1134851               ,27202
1133 ,Mon 9/20  ,New Mexico               ,246229                ,4691
1134 ,Mon 9/20  ,New York                 ,2374833               ,54502
1135 ,Mon 9/20  ,North Carolina           ,1348543               ,15793
1136 ,Mon 9/20  ,North Dakota             ,126050                ,1618
1137 ,Mon 9/20  ,Northern Mariana Islands ,263                   ,2
1138 ,Mon 9/20  ,Ohio                     ,1352104               ,21471
1139 ,Mon 9/20  ,Oklahoma                 ,598072                ,8440
1140 ,Mon 9/20  ,Oregon                   ,313161                ,3594
1141 ,Mon 9/20  ,Pennsylvania             ,1382933               ,28864
1142 ,Mon 9/20  ,Puerto Rico              ,212812                ,3076
1143 ,Mon 9/20  ,Rhode Island             ,169350                ,2815
1144 ,Mon 9/20  ,South Carolina           ,830260                ,11721
1145 ,Mon 9/20  ,South Dakota             ,140402                ,2105
1146 ,Mon 9/20  ,Tennessee                ,1163270               ,14334
1147 ,Mon 9/20  ,Texas                    ,3938756               ,62432
1148 ,Mon 9/20  ,Utah                     ,494466                ,2804
1149 ,Mon 9/20  ,Vermont                  ,31764                 ,298
1150 ,Mon 9/20  ,Virgin Islands           ,6458                  ,67
1151 ,Mon 9/20  ,Virginia                 ,836140                ,12312
1152 ,Mon 9/20  ,Washington               ,630603                ,7319
1153 ,Mon 9/20  ,West Virginia            ,224435                ,3424
1154 ,Mon 9/20  ,Wisconsin                ,779921                ,8713
1155 ,Mon 9/20  ,Wyoming                  ,85499                 ,918
1156 ,Tue 9/21  ,Alabama                  ,775531                ,13460
1157 ,Tue 9/21  ,Alaska                   ,102551                ,463
1158 ,Tue 9/21  ,Arizona                  ,1070757               ,19584
1159 ,Tue 9/21  ,Arkansas                 ,486853                ,7499
1160 ,Tue 9/21  ,California               ,4669895               ,68244
1161 ,Tue 9/21  ,Colorado                 ,658712                ,7605
1162 ,Tue 9/21  ,Connecticut              ,386182                ,8477
1163 ,Tue 9/21  ,Delaware                 ,128964                ,1927
1164 ,Tue 9/21  ,District of Columbia     ,59712                 ,1171
1165 ,Tue 9/21  ,Florida                  ,3517177               ,51889
1166 ,Tue 9/21  ,Georgia                  ,1510443               ,24114
1167 ,Tue 9/21  ,Guam                     ,14828                 ,182
1168 ,Tue 9/21  ,Hawaii                   ,73841                 ,711
1169 ,Tue 9/21  ,Idaho                    ,245458                ,2663
1170 ,Tue 9/21  ,Illinois                 ,1606469               ,27299
1171 ,Tue 9/21  ,Indiana                  ,940608                ,15239
1172 ,Tue 9/21  ,Iowa                     ,437872                ,6401
1173 ,Tue 9/21  ,Kansas                   ,400540                ,5939
1174 ,Tue 9/21  ,Kentucky                 ,666269                ,8450
1175 ,Tue 9/21  ,Louisiana                ,730099                ,13558
1176 ,Tue 9/21  ,Maine                    ,84542                 ,1002
1177 ,Tue 9/21  ,Maryland                 ,521438                ,10309
1178 ,Tue 9/21  ,Massachusetts            ,796925                ,18480
1179 ,Tue 9/21  ,Michigan                 ,1115997               ,22020
1180 ,Tue 9/21  ,Minnesota                ,690484                ,8104
1181 ,Tue 9/21  ,Mississippi              ,477769                ,9331
1182 ,Tue 9/21  ,Missouri                 ,820910                ,11955
1183 ,Tue 9/21  ,Montana                  ,142655                ,1901
1184 ,Tue 9/21  ,Nebraska                 ,260199                ,2634
1185 ,Tue 9/21  ,Nevada                   ,413547                ,6918
1186 ,Tue 9/21  ,New Hampshire            ,115612                ,1462
1187 ,Tue 9/21  ,New Jersey               ,1137016               ,27240
1188 ,Tue 9/21  ,New Mexico               ,246639                ,4702
1189 ,Tue 9/21  ,New York                 ,2380164               ,54559
1190 ,Tue 9/21  ,North Carolina           ,1353006               ,15829
1191 ,Tue 9/21  ,North Dakota             ,126675                ,1626
1192 ,Tue 9/21  ,Northern Mariana Islands ,265                   ,2
1193 ,Tue 9/21  ,Ohio                     ,1358918               ,21596
1194 ,Tue 9/21  ,Oklahoma                 ,598556                ,8439
1195 ,Tue 9/21  ,Oregon                   ,314841                ,3624
1196 ,Tue 9/21  ,Pennsylvania             ,1387872               ,28932
1197 ,Tue 9/21  ,Puerto Rico              ,212847                ,3092
1198 ,Tue 9/21  ,Rhode Island             ,169686                ,2816
1199 ,Tue 9/21  ,South Carolina           ,832466                ,11828
1200 ,Tue 9/21  ,South Dakota             ,141141                ,2108
1201 ,Tue 9/21  ,Tennessee                ,1163270               ,14334
1202 ,Tue 9/21  ,Texas                    ,3954709               ,62778
1203 ,Tue 9/21  ,Utah                     ,495796                ,2829
1204 ,Tue 9/21  ,Vermont                  ,31911                 ,301
1205 ,Tue 9/21  ,Virgin Islands           ,6489                  ,67
1206 ,Tue 9/21  ,Virginia                 ,839475                ,12364
1207 ,Tue 9/21  ,Washington               ,633534                ,7372
1208 ,Tue 9/21  ,West Virginia            ,225772                ,3441
1209 ,Tue 9/21  ,Wisconsin                ,784048                ,8731
1210 ,Tue 9/21  ,Wyoming                  ,86052                 ,955
1211 ,Wed 9/22  ,Alabama                  ,778549                ,13665
1212 ,Wed 9/22  ,Alaska                   ,103795                ,464
1213 ,Wed 9/22  ,American Samoa           ,1                     ,0
1214 ,Wed 9/22  ,Arizona                  ,1072863               ,19658
1215 ,Wed 9/22  ,Arkansas                 ,488316                ,7528
1216 ,Wed 9/22  ,California               ,4677452               ,68402
1217 ,Wed 9/22  ,Colorado                 ,660023                ,7619
1218 ,Wed 9/22  ,Connecticut              ,386672                ,8484
1219 ,Wed 9/22  ,Delaware                 ,129231                ,1929
1220 ,Wed 9/22  ,District of Columbia     ,59849                 ,1171
1221 ,Wed 9/22  ,Florida                  ,3527250               ,51892
1222 ,Wed 9/22  ,Georgia                  ,1515076               ,24298
1223 ,Wed 9/22  ,Guam                     ,14828                 ,182
1224 ,Wed 9/22  ,Hawaii                   ,74169                 ,723
1225 ,Wed 9/22  ,Idaho                    ,246817                ,2688
1226 ,Wed 9/22  ,Illinois                 ,1609991               ,27351
1227 ,Wed 9/22  ,Indiana                  ,944512                ,15315
1228 ,Wed 9/22  ,Iowa                     ,441183                ,6483
1229 ,Wed 9/22  ,Kansas                   ,402978                ,5945
1230 ,Wed 9/22  ,Kentucky                 ,670790                ,8498
1231 ,Wed 9/22  ,Louisiana                ,732005                ,13657
1232 ,Wed 9/22  ,Maine                    ,85156                 ,1007
1233 ,Wed 9/22  ,Maryland                 ,522583                ,10332
1234 ,Wed 9/22  ,Massachusetts            ,798905                ,18504
1235 ,Wed 9/22  ,Michigan                 ,1123481               ,22110
1236 ,Wed 9/22  ,Minnesota                ,692122                ,8118
1237 ,Wed 9/22  ,Mississippi              ,479326                ,9353
1238 ,Wed 9/22  ,Missouri                 ,823165                ,11971
1239 ,Wed 9/22  ,Montana                  ,143970                ,1914
1240 ,Wed 9/22  ,Nebraska                 ,261080                ,2643
1241 ,Wed 9/22  ,Nevada                   ,414371                ,6948
1242 ,Wed 9/22  ,New Hampshire            ,115957                ,1466
1243 ,Wed 9/22  ,New Jersey               ,1139367               ,27264
1244 ,Wed 9/22  ,New Mexico               ,247353                ,4721
1245 ,Wed 9/22  ,New York                 ,2384698               ,54602
1246 ,Wed 9/22  ,North Carolina           ,1359303               ,15964
1247 ,Wed 9/22  ,North Dakota             ,127316                ,1628
1248 ,Wed 9/22  ,Northern Mariana Islands ,265                   ,2
1249 ,Wed 9/22  ,Ohio                     ,1365800               ,21596
1250 ,Wed 9/22  ,Oklahoma                 ,600800                ,8715
1251 ,Wed 9/22  ,Oregon                   ,317107                ,3649
1252 ,Wed 9/22  ,Pennsylvania             ,1392266               ,28998
1253 ,Wed 9/22  ,Puerto Rico              ,213208                ,3105
1254 ,Wed 9/22  ,Rhode Island             ,170009                ,2818
1255 ,Wed 9/22  ,South Carolina           ,834880                ,11913
1256 ,Wed 9/22  ,South Dakota             ,141745                ,2109
1257 ,Wed 9/22  ,Tennessee                ,1172596               ,14560
1258 ,Wed 9/22  ,Texas                    ,3972002               ,63162
1259 ,Wed 9/22  ,Utah                     ,497521                ,2841
1260 ,Wed 9/22  ,Vermont                  ,32079                 ,301
1261 ,Wed 9/22  ,Virgin Islands           ,6557                  ,69
1262 ,Wed 9/22  ,Virginia                 ,843212                ,12409
1263 ,Wed 9/22  ,Washington               ,635636                ,7423
1264 ,Wed 9/22  ,West Virginia            ,227506                ,3467
1265 ,Wed 9/22  ,Wisconsin                ,787194                ,8754
1266 ,Wed 9/22  ,Wyoming                  ,86594                 ,955
1267 ,Thu 9/23  ,Alabama                  ,781915                ,13798
1268 ,Thu 9/23  ,Alaska                   ,105110                ,471
1269 ,Thu 9/23  ,American Samoa           ,1                     ,0
1270 ,Thu 9/23  ,Arizona                  ,1075876               ,19727
1271 ,Thu 9/23  ,Arkansas                 ,489856                ,7548
1272 ,Thu 9/23  ,California               ,4687178               ,68532
1273 ,Thu 9/23  ,Colorado                 ,662451                ,7634
1274 ,Thu 9/23  ,Connecticut              ,387263                ,8483
1275 ,Thu 9/23  ,Delaware                 ,129874                ,1942
1276 ,Thu 9/23  ,District of Columbia     ,60018                 ,1172
1277 ,Thu 9/23  ,Florida                  ,3531465               ,53105
1278 ,Thu 9/23  ,Georgia                  ,1519511               ,24498
1279 ,Thu 9/23  ,Guam                     ,15067                 ,185
1280 ,Thu 9/23  ,Hawaii                   ,74606                 ,735
1281 ,Thu 9/23  ,Idaho                    ,248152                ,2721
1282 ,Thu 9/23  ,Illinois                 ,1613862               ,27398
1283 ,Thu 9/23  ,Indiana                  ,948099                ,15343
1284 ,Thu 9/23  ,Iowa                     ,441183                ,6482
1285 ,Thu 9/23  ,Kansas                   ,403026                ,5947
1286 ,Thu 9/23  ,Kentucky                 ,675004                ,8545
1287 ,Thu 9/23  ,Louisiana                ,733522                ,13702
1288 ,Thu 9/23  ,Maine                    ,85872                 ,1009
1289 ,Thu 9/23  ,Maryland                 ,523988                ,10348
1290 ,Thu 9/23  ,Massachusetts            ,800909                ,18527
1291 ,Thu 9/23  ,Michigan                 ,1123783               ,22112
1292 ,Thu 9/23  ,Minnesota                ,694413                ,8142
1293 ,Thu 9/23  ,Mississippi              ,481397                ,9395
1294 ,Thu 9/23  ,Missouri                 ,825376                ,11999
1295 ,Thu 9/23  ,Montana                  ,145145                ,1930
1296 ,Thu 9/23  ,Nebraska                 ,261763                ,2648
1297 ,Thu 9/23  ,Nevada                   ,415424                ,6983
1298 ,Thu 9/23  ,New Hampshire            ,116710                ,1469
1299 ,Thu 9/23  ,New Jersey               ,1141619               ,27288
1300 ,Thu 9/23  ,New Mexico               ,248075                ,4737
1301 ,Thu 9/23  ,New York                 ,2389735               ,54641
1302 ,Thu 9/23  ,North Carolina           ,1365428               ,16036
1303 ,Thu 9/23  ,North Dakota             ,127945                ,1628
1304 ,Thu 9/23  ,Northern Mariana Islands ,265                   ,2
1305 ,Thu 9/23  ,Ohio                     ,1373275               ,21596
1306 ,Thu 9/23  ,Oklahoma                 ,603161                ,8715
1307 ,Thu 9/23  ,Oregon                   ,318915                ,3661
1308 ,Thu 9/23  ,Pennsylvania             ,1397755               ,29030
1309 ,Thu 9/23  ,Puerto Rico              ,213365                ,3109
1310 ,Thu 9/23  ,Rhode Island             ,170293                ,2820
1311 ,Thu 9/23  ,South Carolina           ,838079                ,11957
1312 ,Thu 9/23  ,South Dakota             ,142330                ,2115
1313 ,Thu 9/23  ,Tennessee                ,1176400               ,14623
1314 ,Thu 9/23  ,Texas                    ,3982646               ,63608
1315 ,Thu 9/23  ,Utah                     ,499120                ,2860
1316 ,Thu 9/23  ,Vermont                  ,32368                 ,301
1317 ,Thu 9/23  ,Virgin Islands           ,6557                  ,69
1318 ,Thu 9/23  ,Virginia                 ,846979                ,12463
1319 ,Thu 9/23  ,Washington               ,640094                ,7487
1320 ,Thu 9/23  ,West Virginia            ,228983                ,3492
1321 ,Thu 9/23  ,Wisconsin                ,790787                ,8775
1322 ,Thu 9/23  ,Wyoming                  ,87351                 ,955
1323 ,Fri 9/24  ,Alabama                  ,784484                ,13921
1324 ,Fri 9/24  ,Alaska                   ,106888                ,515
1325 ,Fri 9/24  ,American Samoa           ,1                     ,0
1326 ,Fri 9/24  ,Arizona                  ,1078874               ,19737
1327 ,Fri 9/24  ,Arkansas                 ,491221                ,7561
1328 ,Fri 9/24  ,California               ,4694673               ,68710
1329 ,Fri 9/24  ,Colorado                 ,664010                ,7648
1330 ,Fri 9/24  ,Connecticut              ,387733                ,8501
1331 ,Fri 9/24  ,Delaware                 ,130444                ,1942
1332 ,Fri 9/24  ,District of Columbia     ,60205                 ,1172
1333 ,Fri 9/24  ,Florida                  ,3539272               ,53580
1334 ,Fri 9/24  ,Georgia                  ,1523763               ,24632
1335 ,Fri 9/24  ,Guam                     ,15217                 ,185
1336 ,Fri 9/24  ,Hawaii                   ,74997                 ,744
1337 ,Fri 9/24  ,Idaho                    ,249805                ,2754
1338 ,Fri 9/24  ,Illinois                 ,1617236               ,27440
1339 ,Fri 9/24  ,Indiana                  ,951308                ,15377
1340 ,Fri 9/24  ,Iowa                     ,441183                ,6482
1341 ,Fri 9/24  ,Kansas                   ,405495                ,6005
1342 ,Fri 9/24  ,Kentucky                 ,678902                ,8574
1343 ,Fri 9/24  ,Louisiana                ,734524                ,13741
1344 ,Fri 9/24  ,Maine                    ,86586                 ,1009
1345 ,Fri 9/24  ,Maryland                 ,525351                ,10362
1346 ,Fri 9/24  ,Massachusetts            ,802829                ,18541
1347 ,Fri 9/24  ,Michigan                 ,1130659               ,22196
1348 ,Fri 9/24  ,Minnesota                ,697275                ,8169
