id   ,Date      ,State                    ,Total Confirmed Cases ,Total Deaths
2183 ,Sat 10/9  ,Louisiana                ,747329                ,14173
2184 ,Sat 10/9  ,Maine                    ,94941                 ,1075
2185 ,Sat 10/9  ,Maryland                 ,543116                ,10583
2186 ,Sat 10/9  ,Massachusetts            ,823485                ,18746
2187 ,Sat 10/9  ,Michigan                 ,1186800               ,22683
2188 ,Sat 10/9  ,Minnesota                ,735759                ,8408
2189 ,Sat 10/9  ,Mississippi              ,494271                ,9811
2190 ,Sat 10/9  ,Missouri                 ,849751                ,12400
2191 ,Sat 10/9  ,Montana                  ,158851                ,2079
2192 ,Sat 10/9  ,Nebraska                 ,271550                ,2700
2193 ,Sat 10/9  ,Nevada                   ,436244                ,7285
2194 ,Sat 10/9  ,New Hampshire            ,124208                ,1497
2195 ,Sat 10/9  ,New Jersey               ,1170140               ,27590
2196 ,Sat 10/9  ,New Mexico               ,258943                ,4871
2197 ,Sat 10/9  ,New York                 ,2468518               ,55229
2198 ,Sat 10/9  ,North Carolina           ,1427236               ,17121
2199 ,Sat 10/9  ,North Dakota             ,137712                ,1676
2200 ,Sat 10/9  ,Northern Mariana Islands ,273                   ,2
2201 ,Sat 10/9  ,Ohio                     ,1461932               ,22819
2202 ,Sat 10/9  ,Oklahoma                 ,622780                ,9213
2203 ,Sat 10/9  ,Oregon                   ,341113                ,3982
2204 ,Sat 10/9  ,Pennsylvania             ,1475457               ,29907
2205 ,Sat 10/9  ,Puerto Rico              ,216012                ,3189
2206 ,Sat 10/9  ,Rhode Island             ,174570                ,2854
2207 ,Sat 10/9  ,South Carolina           ,874013                ,12929
2208 ,Sat 10/9  ,South Dakota             ,147820                ,2171
2209 ,Sat 10/9  ,Tennessee                ,1220612               ,15428
2210 ,Sat 10/9  ,Texas                    ,4128945               ,67889
2211 ,Sat 10/9  ,Utah                     ,520291                ,2994
2212 ,Sat 10/9  ,Vermont                  ,35459                 ,335
2213 ,Sat 10/9  ,Virgin Islands           ,6925                  ,73
2214 ,Sat 10/9  ,Virginia                 ,888159                ,13075
2215 ,Sat 10/9  ,Washington               ,680744                ,8068
2216 ,Sat 10/9  ,West Virginia            ,252067                ,3935
2217 ,Sat 10/9  ,Wisconsin                ,835193                ,9006
2218 ,Sat 10/9  ,Wyoming                  ,94303                 ,1041
2219 ,Sun 10/10 ,Alabama                  ,808132                ,14858
2220 ,Sun 10/10 ,Alaska                   ,120496                ,574
2221 ,Sun 10/10 ,American Samoa           ,1                     ,0
2222 ,Sun 10/10 ,Arizona                  ,1118601               ,20382
2223 ,Sun 10/10 ,Arkansas                 ,502872                ,8120
2224 ,Sun 10/10 ,California               ,4792007               ,70160
2225 ,Sun 10/10 ,Colorado                 ,692561                ,7915
2226 ,Sun 10/10 ,Connecticut              ,394008                ,8667
2227 ,Sun 10/10 ,Delaware                 ,137599                ,1997
2228 ,Sun 10/10 ,District of Columbia     ,62266                 ,1182
2229 ,Sun 10/10 ,Florida                  ,3604846               ,56667
2230 ,Sun 10/10 ,Georgia                  ,1567598               ,26215
2231 ,Sun 10/10 ,Guam                     ,17027                 ,213
2232 ,Sun 10/10 ,Hawaii                   ,78986                 ,838
2233 ,Sun 10/10 ,Idaho                    ,268713                ,3123
2234 ,Sun 10/10 ,Illinois                 ,1655222               ,27965
2235 ,Sun 10/10 ,Indiana                  ,985949                ,15982
2236 ,Sun 10/10 ,Iowa                     ,464797                ,6654
2237 ,Sun 10/10 ,Kansas                   ,418664                ,6146
2238 ,Sun 10/10 ,Kentucky                 ,716455                ,9162
2239 ,Sun 10/10 ,Louisiana                ,747329                ,14173
2240 ,Sun 10/10 ,Maine                    ,94941                 ,1075
2241 ,Sun 10/10 ,Maryland                 ,544449                ,10593
2242 ,Sun 10/10 ,Massachusetts            ,823485                ,18746
2243 ,Sun 10/10 ,Michigan                 ,1186800               ,22683
2244 ,Sun 10/10 ,Minnesota                ,735759                ,8408
2245 ,Sun 10/10 ,Mississippi              ,494271                ,9811
2246 ,Sun 10/10 ,Missouri                 ,850474                ,12401
2247 ,Sun 10/10 ,Montana                  ,158851                ,2079
2248 ,Sun 10/10 ,Nebraska                 ,271550                ,2700
2249 ,Sun 10/10 ,Nevada                   ,436244                ,7285
2250 ,Sun 10/10 ,New Hampshire            ,124208                ,1497
2251 ,Sun 10/10 ,New Jersey               ,1171573               ,27597
2252 ,Sun 10/10 ,New Mexico               ,258943                ,4871
2253 ,Sun 10/10 ,New York                 ,2470595               ,55253
2254 ,Sun 10/10 ,North Carolina           ,1427236               ,17121
2255 ,Sun 10/10 ,North Dakota             ,137985                ,1676
2256 ,Sun 10/10 ,Northern Mariana Islands ,273                   ,2
2257 ,Sun 10/10 ,Ohio                     ,1467331               ,22819
2258 ,Sun 10/10 ,Oklahoma                 ,622780                ,9213
2259 ,Sun 10/10 ,Oregon                   ,341113                ,3982
2260 ,Sun 10/10 ,Pennsylvania             ,1479364               ,29907
2261 ,Sun 10/10 ,Puerto Rico              ,216012                ,3191
2262 ,Sun 10/10 ,Rhode Island             ,174570                ,2854
2263 ,Sun 10/10 ,South Carolina           ,874013                ,12929
2264 ,Sun 10/10 ,South Dakota             ,147820                ,2171
2265 ,Sun 10/10 ,Tennessee                ,1220612               ,15428
2266 ,Sun 10/10 ,Texas                    ,4129954               ,67994
2267 ,Sun 10/10 ,Utah                     ,520291                ,2994
2268 ,Sun 10/10 ,Vermont                  ,35672                 ,335
2269 ,Sun 10/10 ,Virgin Islands           ,6925                  ,73
2270 ,Sun 10/10 ,Virginia                 ,888159                ,13075
2271 ,Sun 10/10 ,Washington               ,680808                ,8068
2272 ,Sun 10/10 ,West Virginia            ,253138                ,3935
2273 ,Sun 10/10 ,Wisconsin                ,835193                ,9006
2274 ,Sun 10/10 ,Wyoming                  ,94303                 ,1041
2275 ,Mon 10/11 ,Alabama                  ,808599                ,14859
2276 ,Mon 10/11 ,Alaska                   ,123266                ,578
2277 ,Mon 10/11 ,American Samoa           ,1                     ,0
2278 ,Mon 10/11 ,Arizona                  ,1120361               ,20382
2279 ,Mon 10/11 ,Arkansas                 ,503089                ,8132
2280 ,Mon 10/11 ,California               ,4805395               ,70295
2281 ,Mon 10/11 ,Colorado                 ,697942                ,7949
2282 ,Mon 10/11 ,Connecticut              ,394008                ,8667
2283 ,Mon 10/11 ,Delaware                 ,137958                ,1997
2284 ,Mon 10/11 ,District of Columbia     ,62266                 ,1182
2285 ,Mon 10/11 ,Florida                  ,3604846               ,56667
2286 ,Mon 10/11 ,Georgia                  ,1567598               ,26215
2287 ,Mon 10/11 ,Guam                     ,17245                 ,215
2288 ,Mon 10/11 ,Hawaii                   ,79093                 ,842
2289 ,Mon 10/11 ,Idaho                    ,268713                ,3123
2290 ,Mon 10/11 ,Illinois                 ,1655444               ,27965
2291 ,Mon 10/11 ,Indiana                  ,990674                ,16062
2292 ,Mon 10/11 ,Iowa                     ,464797                ,6654
2293 ,Mon 10/11 ,Kansas                   ,420286                ,6173
2294 ,Mon 10/11 ,Kentucky                 ,720938                ,9252
2295 ,Mon 10/11 ,Louisiana                ,748793                ,14204
2296 ,Mon 10/11 ,Maine                    ,94941                 ,1075
2297 ,Mon 10/11 ,Maryland                 ,545258                ,10600
2298 ,Mon 10/11 ,Massachusetts            ,823485                ,18746
2299 ,Mon 10/11 ,Michigan                 ,1196593               ,22718
2300 ,Mon 10/11 ,Minnesota                ,738956                ,8433
2301 ,Mon 10/11 ,Mississippi              ,495312                ,9833
2302 ,Mon 10/11 ,Missouri                 ,851372                ,12408
2303 ,Mon 10/11 ,Montana                  ,158851                ,2079
2304 ,Mon 10/11 ,Nebraska                 ,272871                ,2701
2305 ,Mon 10/11 ,Nevada                   ,438093                ,7315
2306 ,Mon 10/11 ,New Hampshire            ,125743                ,1499
2307 ,Mon 10/11 ,New Jersey               ,1172527               ,27603
2308 ,Mon 10/11 ,New Mexico               ,258943                ,4871
2309 ,Mon 10/11 ,New York                 ,2478477               ,55304
2310 ,Mon 10/11 ,North Carolina           ,1436863               ,17223
2311 ,Mon 10/11 ,North Dakota             ,138215                ,1676
2312 ,Mon 10/11 ,Northern Mariana Islands ,277                   ,3
2313 ,Mon 10/11 ,Ohio                     ,1470267               ,22819
2314 ,Mon 10/11 ,Oklahoma                 ,627669                ,9213
2315 ,Mon 10/11 ,Oregon                   ,343993                ,4002
2316 ,Mon 10/11 ,Pennsylvania             ,1482236               ,29907
2317 ,Mon 10/11 ,Puerto Rico              ,216291                ,3192
2318 ,Mon 10/11 ,Rhode Island             ,174570                ,2854
2319 ,Mon 10/11 ,South Carolina           ,879012                ,13034
2320 ,Mon 10/11 ,South Dakota             ,147820                ,2171
2321 ,Mon 10/11 ,Tennessee                ,1225049               ,15452
2322 ,Mon 10/11 ,Texas                    ,4135402               ,68057
2323 ,Mon 10/11 ,Utah                     ,520291                ,2994
2324 ,Mon 10/11 ,Vermont                  ,35892                 ,335
2325 ,Mon 10/11 ,Virgin Islands           ,6950                  ,73
2326 ,Mon 10/11 ,Virginia                 ,893607                ,13175
2327 ,Mon 10/11 ,Washington               ,686430                ,8120
2328 ,Mon 10/11 ,West Virginia            ,253895                ,3976
2329 ,Mon 10/11 ,Wisconsin                ,840904                ,9054
2330 ,Mon 10/11 ,Wyoming                  ,95137                 ,1041
2331 ,Tue 10/12 ,Alabama                  ,809485                ,14869
2332 ,Tue 10/12 ,Alaska                   ,123716                ,594
2333 ,Tue 10/12 ,American Samoa           ,1                     ,0
2334 ,Tue 10/12 ,Arizona                  ,1122390               ,20453
2335 ,Tue 10/12 ,Arkansas                 ,503822                ,8147
2336 ,Tue 10/12 ,California               ,4810715               ,70343
2337 ,Tue 10/12 ,Colorado                 ,699568                ,7967
2338 ,Tue 10/12 ,Connecticut              ,395481                ,8667
2339 ,Tue 10/12 ,Delaware                 ,138123                ,2005
2340 ,Tue 10/12 ,District of Columbia     ,62702                 ,1182
2341 ,Tue 10/12 ,Florida                  ,3611767               ,57300
2342 ,Tue 10/12 ,Georgia                  ,1573782               ,26398
2343 ,Tue 10/12 ,Guam                     ,17430                 ,218
2344 ,Tue 10/12 ,Hawaii                   ,79142                 ,842
2345 ,Tue 10/12 ,Idaho                    ,270703                ,3168
2346 ,Tue 10/12 ,Illinois                 ,1662993               ,28041
2347 ,Tue 10/12 ,Indiana                  ,992279                ,16109
2348 ,Tue 10/12 ,Iowa                     ,467459                ,6654
2349 ,Tue 10/12 ,Kansas                   ,420301                ,6173
2350 ,Tue 10/12 ,Kentucky                 ,723149                ,9284
2351 ,Tue 10/12 ,Louisiana                ,749922                ,14238
2352 ,Tue 10/12 ,Maine                    ,94940                 ,1076
2353 ,Tue 10/12 ,Maryland                 ,545669                ,10627
2354 ,Tue 10/12 ,Massachusetts            ,828110                ,18783
2355 ,Tue 10/12 ,Michigan                 ,1196593               ,22718
2356 ,Tue 10/12 ,Minnesota                ,746892                ,8454
2357 ,Tue 10/12 ,Mississippi              ,496132                ,9874
2358 ,Tue 10/12 ,Missouri                 ,852341                ,12412
2359 ,Tue 10/12 ,Montana                  ,161067                ,2094
2360 ,Tue 10/12 ,Nebraska                 ,273416                ,2709
2361 ,Tue 10/12 ,Nevada                   ,439065                ,7345
2362 ,Tue 10/12 ,New Hampshire            ,126229                ,1509
2363 ,Tue 10/12 ,New Jersey               ,1174169               ,27624
2364 ,Tue 10/12 ,New Mexico               ,261370                ,4887
2365 ,Tue 10/12 ,New York                 ,2481730               ,55347
2366 ,Tue 10/12 ,North Carolina           ,1439167               ,17250
2367 ,Tue 10/12 ,North Dakota             ,138936                ,1686
2368 ,Tue 10/12 ,Northern Mariana Islands ,281                   ,3
2369 ,Tue 10/12 ,Ohio                     ,1474723               ,23021
2370 ,Tue 10/12 ,Oklahoma                 ,628294                ,9213
2371 ,Tue 10/12 ,Oregon                   ,345344                ,4084
2372 ,Tue 10/12 ,Pennsylvania             ,1486134               ,30058
2373 ,Tue 10/12 ,Puerto Rico              ,216300                ,3193
2374 ,Tue 10/12 ,Rhode Island             ,175487                ,2856
2375 ,Tue 10/12 ,South Carolina           ,879985                ,13056
2376 ,Tue 10/12 ,South Dakota             ,148249                ,2177
2377 ,Tue 10/12 ,Tennessee                ,1227638               ,15554
2378 ,Tue 10/12 ,Texas                    ,4145150               ,68287
2379 ,Tue 10/12 ,Utah                     ,524663                ,3025
2380 ,Tue 10/12 ,Vermont                  ,36025                 ,339
2381 ,Tue 10/12 ,Virgin Islands           ,6950                  ,73
2382 ,Tue 10/12 ,Virginia                 ,895619                ,13219
2383 ,Tue 10/12 ,Washington               ,688894                ,8120
2384 ,Tue 10/12 ,West Virginia            ,254648                ,3995
2385 ,Tue 10/12 ,Wisconsin                ,844320                ,9101
2386 ,Tue 10/12 ,Wyoming                  ,95620                 ,1080
2387 ,Wed 10/13 ,Alabama                  ,810501                ,14980
2388 ,Wed 10/13 ,Alaska                   ,124942                ,594
2389 ,Wed 10/13 ,American Samoa           ,1                     ,0
2390 ,Wed 10/13 ,Arizona                  ,1124709               ,20447
2391 ,Wed 10/13 ,Arkansas                 ,504516                ,8166
2392 ,Wed 10/13 ,California               ,4815429               ,70459
2393 ,Wed 10/13 ,Colorado                 ,702277                ,8000
2394 ,Wed 10/13 ,Connecticut              ,395721                ,8705
2395 ,Wed 10/13 ,Delaware                 ,138444                ,2005
2396 ,Wed 10/13 ,District of Columbia     ,62750                 ,1183
2397 ,Wed 10/13 ,Florida                  ,3614272               ,57303
2398 ,Wed 10/13 ,Georgia                  ,1575770               ,26483
2399 ,Wed 10/13 ,Guam                     ,17564                 ,220
2400 ,Wed 10/13 ,Hawaii                   ,79255                 ,848
2401 ,Wed 10/13 ,Idaho                    ,272703                ,3190
2402 ,Wed 10/13 ,Illinois                 ,1665938               ,28089
2403 ,Wed 10/13 ,Indiana                  ,994974                ,16140
2404 ,Wed 10/13 ,Iowa                     ,469875                ,6748
2405 ,Wed 10/13 ,Kansas                   ,422261                ,6183
2406 ,Wed 10/13 ,Kentucky                 ,725843                ,9318
2407 ,Wed 10/13 ,Louisiana                ,750473                ,14268
2408 ,Wed 10/13 ,Maine                    ,95833                 ,1083
2409 ,Wed 10/13 ,Maryland                 ,546783                ,10644
2410 ,Wed 10/13 ,Massachusetts            ,829873                ,18802
2411 ,Wed 10/13 ,Michigan                 ,1207442               ,22843
2412 ,Wed 10/13 ,Minnesota                ,749268                ,8478
2413 ,Wed 10/13 ,Mississippi              ,496851                ,9900
2414 ,Wed 10/13 ,Missouri                 ,853982                ,12511
2415 ,Wed 10/13 ,Montana                  ,162414                ,2109
2416 ,Wed 10/13 ,Nebraska                 ,274254                ,2718
2417 ,Wed 10/13 ,Nevada                   ,439793                ,7367
2418 ,Wed 10/13 ,New Hampshire            ,126773                ,1511
2419 ,Wed 10/13 ,New Jersey               ,1175915               ,27653
2420 ,Wed 10/13 ,New Mexico               ,262078                ,4901
2421 ,Wed 10/13 ,New York                 ,2486254               ,55402
2422 ,Wed 10/13 ,North Carolina           ,1442469               ,17349
2423 ,Wed 10/13 ,North Dakota             ,139597                ,1692
2424 ,Wed 10/13 ,Northern Mariana Islands ,282                   ,3
2425 ,Wed 10/13 ,Ohio                     ,1480371               ,23021
2426 ,Wed 10/13 ,Oklahoma                 ,629512                ,9402
2427 ,Wed 10/13 ,Oregon                   ,346480                ,4117
2428 ,Wed 10/13 ,Pennsylvania             ,1491146               ,30228
2429 ,Wed 10/13 ,Puerto Rico              ,216476                ,3199
2430 ,Wed 10/13 ,Rhode Island             ,175777                ,2857
2431 ,Wed 10/13 ,South Carolina           ,880984                ,13093
2432 ,Wed 10/13 ,South Dakota             ,149337                ,2177
2433 ,Wed 10/13 ,Tennessee                ,1229933               ,15601
2434 ,Wed 10/13 ,Texas                    ,4154847               ,68587
2435 ,Wed 10/13 ,Utah                     ,526507                ,3042
2436 ,Wed 10/13 ,Vermont                  ,36352                 ,340
2437 ,Wed 10/13 ,Virgin Islands           ,6978                  ,75
2438 ,Wed 10/13 ,Virginia                 ,897978                ,13285
2439 ,Wed 10/13 ,Washington               ,691863                ,8214
2440 ,Wed 10/13 ,West Virginia            ,255778                ,3998
2441 ,Wed 10/13 ,Wisconsin                ,847180                ,9124
2442 ,Wed 10/13 ,Wyoming                  ,96059                 ,1080
2443 ,Thu 10/14 ,Alabama                  ,811551                ,15101
2444 ,Thu 10/14 ,Alaska                   ,125909                ,596
2445 ,Thu 10/14 ,American Samoa           ,1                     ,0
2446 ,Thu 10/14 ,Arizona                  ,1127095               ,20456
2447 ,Thu 10/14 ,Arkansas                 ,505297                ,8176
2448 ,Thu 10/14 ,California               ,4821901               ,70607
2449 ,Thu 10/14 ,Colorado                 ,704825                ,8010
2450 ,Thu 10/14 ,Connecticut              ,396629                ,8707
2451 ,Thu 10/14 ,Delaware                 ,138938                ,2005
2452 ,Thu 10/14 ,District of Columbia     ,62852                 ,1183
2453 ,Thu 10/14 ,Florida                  ,3617649               ,57711
2454 ,Thu 10/14 ,Georgia                  ,1577816               ,26614
2455 ,Thu 10/14 ,Guam                     ,17659                 ,223
2456 ,Thu 10/14 ,Hawaii                   ,79411                 ,854
2457 ,Thu 10/14 ,Idaho                    ,274617                ,3220
2458 ,Thu 10/14 ,Illinois                 ,1668509               ,28152
2459 ,Thu 10/14 ,Indiana                  ,997606                ,16225
2460 ,Thu 10/14 ,Iowa                     ,469875                ,6748
2461 ,Thu 10/14 ,Kansas                   ,422308                ,6183
2462 ,Thu 10/14 ,Kentucky                 ,727912                ,9347
2463 ,Thu 10/14 ,Louisiana                ,751315                ,14296
2464 ,Thu 10/14 ,Maine                    ,96632                 ,1088
2465 ,Thu 10/14 ,Maryland                 ,547907                ,10664
2466 ,Thu 10/14 ,Massachusetts            ,831662                ,18816
2467 ,Thu 10/14 ,Michigan                 ,1207442               ,22843
2468 ,Thu 10/14 ,Minnesota                ,752184                ,8503
2469 ,Thu 10/14 ,Mississippi              ,497379                ,9907
2470 ,Thu 10/14 ,Missouri                 ,855422                ,12544
2471 ,Thu 10/14 ,Montana                  ,163702                ,2121
2472 ,Thu 10/14 ,Nebraska                 ,274993                ,2722
2473 ,Thu 10/14 ,Nevada                   ,440500                ,7412
2474 ,Thu 10/14 ,New Hampshire            ,127421                ,1516
2475 ,Thu 10/14 ,New Jersey               ,1177553               ,27673
2476 ,Thu 10/14 ,New Mexico               ,262954                ,4921
2477 ,Thu 10/14 ,New York                 ,2490768               ,55447
2478 ,Thu 10/14 ,North Carolina           ,1446043               ,17428
2479 ,Thu 10/14 ,North Dakota             ,140220                ,1696
2480 ,Thu 10/14 ,Northern Mariana Islands ,282                   ,3
2481 ,Thu 10/14 ,Ohio                     ,1485514               ,23021
2482 ,Thu 10/14 ,Oklahoma                 ,630693                ,9402
2483 ,Thu 10/14 ,Oregon                   ,347616                ,4141
2484 ,Thu 10/14 ,Pennsylvania             ,1496399               ,30336
2485 ,Thu 10/14 ,Puerto Rico              ,216557                ,3201
2486 ,Thu 10/14 ,Rhode Island             ,176090                ,2860
2487 ,Thu 10/14 ,South Carolina           ,882455                ,13114
2488 ,Thu 10/14 ,South Dakota             ,149678                ,2182
2489 ,Thu 10/14 ,Tennessee                ,1231913               ,15636
2490 ,Thu 10/14 ,Texas                    ,4160441               ,68811
2491 ,Thu 10/14 ,Utah                     ,527760                ,3050
2492 ,Thu 10/14 ,Vermont                  ,36503                 ,342
2493 ,Thu 10/14 ,Virgin Islands           ,6978                  ,75
2494 ,Thu 10/14 ,Virginia                 ,900581                ,13345
2495 ,Thu 10/14 ,Washington               ,694843                ,8263
2496 ,Thu 10/14 ,West Virginia            ,257042                ,4048
2497 ,Thu 10/14 ,Wisconsin                ,850140                ,9141
2498 ,Thu 10/14 ,Wyoming                  ,96664                 ,1080
2499 ,Fri 10/15 ,Alabama                  ,812694                ,15142
2500 ,Fri 10/15 ,Alaska                   ,126893                ,599
2501 ,Fri 10/15 ,American Samoa           ,1                     ,0
2502 ,Fri 10/15 ,Arizona                  ,1129494               ,20494
2503 ,Fri 10/15 ,Arkansas                 ,506011                ,8192
2504 ,Fri 10/15 ,California               ,4828318               ,70766
2505 ,Fri 10/15 ,Colorado                 ,708797                ,8047
2506 ,Fri 10/15 ,Connecticut              ,397123                ,8718
2507 ,Fri 10/15 ,Delaware                 ,139380                ,2021
2508 ,Fri 10/15 ,District of Columbia     ,62976                 ,1183
2509 ,Fri 10/15 ,Florida                  ,3620562               ,57859
2510 ,Fri 10/15 ,Georgia                  ,1579662               ,26811
2511 ,Fri 10/15 ,Guam                     ,17764                 ,223
2512 ,Fri 10/15 ,Hawaii                   ,79562                 ,859
2513 ,Fri 10/15 ,Idaho                    ,276139                ,3254
2514 ,Fri 10/15 ,Illinois                 ,1671079               ,28197
2515 ,Fri 10/15 ,Indiana                  ,999870                ,16245
2516 ,Fri 10/15 ,Iowa                     ,469875                ,6748
2517 ,Fri 10/15 ,Kansas                   ,424086                ,6199
2518 ,Fri 10/15 ,Kentucky                 ,729974                ,9376
2519 ,Fri 10/15 ,Louisiana                ,751874                ,14321
2520 ,Fri 10/15 ,Maine                    ,97183                 ,1093
2521 ,Fri 10/15 ,Maryland                 ,548975                ,10682
2522 ,Fri 10/15 ,Massachusetts            ,833311                ,18828
2523 ,Fri 10/15 ,Michigan                 ,1217412               ,22948
2524 ,Fri 10/15 ,Minnesota                ,755525                ,8531
2525 ,Fri 10/15 ,Mississippi              ,497790                ,9917
2526 ,Fri 10/15 ,Missouri                 ,856850                ,12551
2527 ,Fri 10/15 ,Montana                  ,164846                ,2133
2528 ,Fri 10/15 ,Nebraska                 ,275694                ,2724
2529 ,Fri 10/15 ,Nevada                   ,441021                ,7422
2530 ,Fri 10/15 ,New Hampshire            ,128047                ,1520
2531 ,Fri 10/15 ,New Jersey               ,1178936               ,27692
2532 ,Fri 10/15 ,New Mexico               ,263755                ,4932
2533 ,Fri 10/15 ,New York                 ,2497110               ,55465
2534 ,Fri 10/15 ,North Carolina           ,1449002               ,17472
2535 ,Fri 10/15 ,North Dakota             ,140780                ,1703
2536 ,Fri 10/15 ,Northern Mariana Islands ,282                   ,3
2537 ,Fri 10/15 ,Ohio                     ,1490451               ,23327
2538 ,Fri 10/15 ,Oklahoma                 ,631872                ,9402
2539 ,Fri 10/15 ,Oregon                   ,348766                ,4161
2540 ,Fri 10/15 ,Pennsylvania             ,1502124               ,30418
2541 ,Fri 10/15 ,Puerto Rico              ,216781                ,3205
2542 ,Fri 10/15 ,Rhode Island             ,176405                ,2860
2543 ,Fri 10/15 ,South Carolina           ,883982                ,13232
2544 ,Fri 10/15 ,South Dakota             ,149996                ,2189
2545 ,Fri 10/15 ,Tennessee                ,1233914               ,15696
2546 ,Fri 10/15 ,Texas                    ,4167271               ,69071
2547 ,Fri 10/15 ,Utah                     ,529253                ,3067
2548 ,Fri 10/15 ,Vermont                  ,36730                 ,343
2549 ,Fri 10/15 ,Virgin Islands           ,6978                  ,75
2550 ,Fri 10/15 ,Virginia                 ,902938                ,13391
2551 ,Fri 10/15 ,Washington               ,697362                ,8295
2552 ,Fri 10/15 ,West Virginia            ,258413                ,4108
2553 ,Fri 10/15 ,Wisconsin                ,850140                ,9141
2554 ,Fri 10/15 ,Wyoming                  ,97137                 ,1080
2555 ,Sat 10/16 ,Alabama                  ,813481                ,15179
2556 ,Sat 10/16 ,Alaska                   ,126893                ,599
2557 ,Sat 10/16 ,American Samoa           ,1                     ,0
2558 ,Sat 10/16 ,Arizona                  ,1131976               ,20509
2559 ,Sat 10/16 ,Arkansas                 ,506573                ,8195
2560 ,Sat 10/16 ,California               ,4829415               ,70778
2561 ,Sat 10/16 ,Colorado                 ,709385                ,8052
2562 ,Sat 10/16 ,Connecticut              ,397123                ,8718
2563 ,Sat 10/16 ,Delaware                 ,139874                ,2032
2564 ,Sat 10/16 ,District of Columbia     ,62976                 ,1183
2565 ,Sat 10/16 ,Florida                  ,3623046               ,57859
2566 ,Sat 10/16 ,Georgia                  ,1579662               ,26811
2567 ,Sat 10/16 ,Guam                     ,17764                 ,223
2568 ,Sat 10/16 ,Hawaii                   ,79697                 ,863
2569 ,Sat 10/16 ,Idaho                    ,276922                ,3259
2570 ,Sat 10/16 ,Illinois                 ,1671079               ,28197
2571 ,Sat 10/16 ,Indiana                  ,999870                ,16245
2572 ,Sat 10/16 ,Iowa                     ,472331                ,6748
2573 ,Sat 10/16 ,Kansas                   ,424108                ,6199
2574 ,Sat 10/16 ,Kentucky                 ,730153                ,9377
2575 ,Sat 10/16 ,Louisiana                ,751874                ,14321
2576 ,Sat 10/16 ,Maine                    ,97725                 ,1095
2577 ,Sat 10/16 ,Maryland                 ,549911                ,10703
2578 ,Sat 10/16 ,Massachusetts            ,833311                ,18828
2579 ,Sat 10/16 ,Michigan                 ,1217412               ,22948
2580 ,Sat 10/16 ,Minnesota                ,755525                ,8531
2581 ,Sat 10/16 ,Mississippi              ,497790                ,9917
2582 ,Sat 10/16 ,Missouri                 ,857726                ,12557
2583 ,Sat 10/16 ,Montana                  ,164846                ,2133
2584 ,Sat 10/16 ,Nebraska                 ,275694                ,2724
2585 ,Sat 10/16 ,Nevada                   ,441021                ,7422
2586 ,Sat 10/16 ,New Hampshire            ,128047                ,1520
2587 ,Sat 10/16 ,New Jersey               ,1180388               ,27720
2588 ,Sat 10/16 ,New Mexico               ,263755                ,4932
2589 ,Sat 10/16 ,New York                 ,2501128               ,55484
2590 ,Sat 10/16 ,North Carolina           ,1449002               ,17472
2591 ,Sat 10/16 ,North Dakota             ,141302                ,1714
2592 ,Sat 10/16 ,Northern Mariana Islands ,282                   ,3
2593 ,Sat 10/16 ,Ohio                     ,1494160               ,23327
2594 ,Sat 10/16 ,Oklahoma                 ,631872                ,9402
2595 ,Sat 10/16 ,Oregon                   ,348766                ,4161
2596 ,Sat 10/16 ,Pennsylvania             ,1506609               ,30418
2597 ,Sat 10/16 ,Puerto Rico              ,216889                ,3207
2598 ,Sat 10/16 ,Rhode Island             ,176405                ,2860
2599 ,Sat 10/16 ,South Carolina           ,883982                ,13232
2600 ,Sat 10/16 ,South Dakota             ,149996                ,2189
2601 ,Sat 10/16 ,Tennessee                ,1233914               ,15696
2602 ,Sat 10/16 ,Texas                    ,4170584               ,69273
2603 ,Sat 10/16 ,Utah                     ,529253                ,3067
2604 ,Sat 10/16 ,Vermont                  ,37069                 ,345
2605 ,Sat 10/16 ,Virgin Islands           ,6978                  ,75
2606 ,Sat 10/16 ,Virginia                 ,902938                ,13391
2607 ,Sat 10/16 ,Washington               ,697362                ,8295
2608 ,Sat 10/16 ,West Virginia            ,259585                ,4108
2609 ,Sat 10/16 ,Wisconsin                ,850140                ,9141
2610 ,Sat 10/16 ,Wyoming                  ,97137                 ,1080
2611 ,Sun 10/17 ,Alabama                  ,814025                ,15179
2612 ,Sun 10/17 ,Alaska                   ,126893                ,599
2613 ,Sun 10/17 ,American Samoa           ,1                     ,0
2614 ,Sun 10/17 ,Arizona                  ,1131976               ,20509
2615 ,Sun 10/17 ,Arkansas                 ,506956                ,8200
2616 ,Sun 10/17 ,California               ,4830310               ,70784
2617 ,Sun 10/17 ,Colorado                 ,709776                ,8054
2618 ,Sun 10/17 ,Connecticut              ,397123                ,8718
2619 ,Sun 10/17 ,Delaware                 ,139874                ,2032
2620 ,Sun 10/17 ,District of Columbia     ,62976                 ,1183
2621 ,Sun 10/17 ,Florida                  ,3623046               ,57859
2622 ,Sun 10/17 ,Georgia                  ,1579662               ,26811
2623 ,Sun 10/17 ,Guam                     ,17764                 ,223
2624 ,Sun 10/17 ,Hawaii                   ,79832                 ,869
2625 ,Sun 10/17 ,Idaho                    ,277226                ,3259
2626 ,Sun 10/17 ,Illinois                 ,1671079               ,28197
2627 ,Sun 10/17 ,Indiana                  ,999870                ,16245
